name_major,total:,25_to_39_years:,science_and_engineering,computers_mathematics_and_statistics,biological_agricultural_and_environmental_sciences,physical_and_related_sciences,psychology,social_sciences,engineering,multidisciplinary_studies,science_and_engineering_related_fields,business,education,arts_humanities_and_other,literature_and_languages,liberal_arts_and_history,visual_and_performing_arts,communications,other,40_to_64_years:,science_and_engineering,computers_mathematics_and_statistics,biological_agricultural_and_environmental_sciences,physical_and_related_sciences,psychology,social_sciences,engineering,multidisciplinary_studies,science_and_engineering_related_fields,business,education,arts_humanities_and_other,literature_and_languages,liberal_arts_and_history,visual_and_performing_arts,communications,other
oregon_estimate,"73,160","63,039",,"94,081","62,765","86,710","57,594","61,030","98,137","53,072","71,768","71,183","49,084",,"51,999","52,768","44,806","55,110","57,246","81,531",,"101,510","91,532","102,933","68,854","79,154","124,042","57,009","87,492","86,458","68,509",,"76,951","69,119","54,760","80,407","61,476"
oregon_margin_of_error,"±1,245","±1,340",,"±7,475","±4,181","±9,575","±4,104","±4,389","±6,339","±10,605","±5,644","±4,776","±5,079",,"±6,634","±2,676","±4,942","±7,658","±7,187","±1,340",,"±7,315","±8,623","±7,090","±6,715","±3,562","±5,310","±12,852","±4,386","±4,438","±6,427",,"±6,023","±7,901","±10,726","±9,138","±7,691"
pennsylvania_estimate,"72,804","64,121",,"84,555","63,415","59,998","50,145","67,811","87,859","55,549","68,869","73,064","57,412",,"54,029","54,241","45,075","60,062","56,004","82,058",,"103,198","96,968","102,760","69,853","82,563","123,443","75,396","84,781","86,731","70,867",,"71,625","70,242","63,817","72,927","73,010"
pennsylvania_margin_of_error,±682,±668,,"±4,220","±1,506","±2,961","±3,367","±4,060","±4,480","±4,015","±2,020","±2,052","±1,762",,"±2,449","±3,438","±3,364","±4,084","±1,817",±929,,"±3,461","±7,370","±5,092","±4,451","±4,475","±4,734","±16,353","±2,855","±2,821","±1,645",,"±5,940","±4,904","±3,486","±4,663","±2,483"
rhode_island_estimate,"75,526","63,571",,"64,234","69,073","92,952","39,968","70,193","82,606","64,338","65,785","78,833","59,315",,"56,410","62,780","43,802","55,182","60,016","87,886",,"87,818","103,616","94,573","73,543","81,774","132,070","78,029","87,469","97,314","69,852",,"85,635","73,487","70,755","72,944","86,490"
rhode_island_margin_of_error,"±3,256","±2,321",,"±11,482","±13,029","±12,090","±10,529","±16,832","±8,201","±45,145","±5,793","±8,881","±6,360",,"±5,324","±31,445","±7,541","±12,780","±15,191","±2,915",,"±15,156","±14,749","±37,168","±10,981","±10,789","±14,426","±42,632","±7,651","±8,679","±5,460",,"±12,690","±14,601","±9,721","±13,732","±16,272"
south_carolina_estimate,"62,514","54,420",,"65,920","55,554","54,861","44,515","56,854","83,040","44,094","58,628","58,865","45,791",,"54,153","52,311","40,831","61,439","52,283","69,790",,"84,798","90,836","84,244","60,645","66,456","120,752","52,029","80,246","75,127","54,432",,"56,518","67,891","50,174","75,703","58,404"
south_carolina_margin_of_error,±871,"±1,472",,"±4,051","±4,876","±5,928","±4,695","±7,473","±7,287","±9,418","±5,176","±4,104","±1,631",,"±7,211","±3,437","±3,374","±5,272","±3,660","±2,179",,"±13,746","±11,049","±12,987","±5,337","±7,904","±5,224","±9,542","±5,374","±3,315","±2,503",,"±3,541","±7,965","±6,389","±12,068","±5,247"
south_dakota_estimate,"59,681","54,924",,"63,215","56,089","59,112","41,386","49,021","60,678","55,861","63,420","64,860","48,573",,"39,958","49,348","37,160","53,159","51,071","63,338",,"90,707","78,270","79,286","47,386","73,693","95,403","70,435","83,538","68,141","52,249",,"48,617","59,980","33,000","55,682","54,633"
south_dakota_margin_of_error,"±1,427","±3,122",,"±3,724","±7,363","±28,802","±2,030","±29,861","±17,530","±23,779","±3,506","±10,303","±2,178",,"±17,045","±14,007","±11,813","±15,876","±3,610","±2,271",,"±46,665","±13,353","±29,182","±13,646","±16,402","±7,879","±75,024","±10,414","±6,634","±3,126",,"±2,562","±24,716","±27,090","±17,592","±9,044"
tennessee_estimate,"63,010","56,327",,"72,752","53,222","57,404","48,258","62,996","86,751","46,877","60,074","64,779","48,174",,"51,269","50,102","48,301","49,153","51,553","70,572",,"96,228","85,399","99,261","61,298","77,350","107,869","46,143","74,889","75,318","53,001",,"68,661","63,866","53,255","63,779","63,123"
tennessee_margin_of_error,±739,"±1,279",,"±6,806","±2,563","±8,813","±2,088","±4,493","±4,097","±11,912","±3,723","±3,872","±2,608",,"±7,031","±7,147","±5,684","±5,783","±3,211","±1,323",,"±7,635","±8,654","±14,062","±6,302","±8,826","±6,630","±19,121","±3,561","±3,596","±2,175",,"±8,792","±3,569","±7,238","±4,194","±6,598"
texas_estimate,"72,154","63,802",,"82,049","64,510","63,240","51,694","66,492","92,899","58,294","69,641","70,668","55,962",,"54,828","56,822","48,392","59,433","55,659","81,519",,"107,036","90,163","92,281","68,788","88,573","125,522","65,143","85,293","86,917","60,735",,"67,635","69,789","61,250","75,141","71,669"
texas_margin_of_error,±633,±527,,"±2,647","±1,716","±3,303","±1,362","±3,846","±3,403","±1,251","±2,677","±1,950","±1,343",,"±2,603","±2,865","±2,902","±1,553","±1,974",±722,,"±3,025","±3,998","±8,462","±3,245","±4,008","±2,678","±2,819","±1,838","±2,304",±722,,"±3,195","±4,043","±2,539","±4,423","±2,666"
utah_estimate,"71,082","61,174",,"82,661","64,117","62,604","50,716","64,330","87,010","48,663","58,801","76,264","49,295",,"44,875","52,720","41,914","59,397","50,782","82,087",,"115,496","106,883","89,624","73,668","83,574","120,566","60,818","78,360","93,640","59,116",,"77,248","70,846","50,921","74,048","63,633"
utah_margin_of_error,"±1,443","±1,292",,"±4,756","±9,973","±9,143","±6,682","±11,466","±7,869","±7,304","±3,324","±2,597","±3,598",,"±7,480","±11,177","±3,570","±7,125","±5,053","±1,714",,"±6,554","±14,028","±13,244","±11,338","±8,387","±8,404","±15,785","±2,760","±5,072","±3,264",,"±14,609","±12,202","±9,831","±5,626","±8,050"
vermont_estimate,"63,076","54,689",,"71,870","42,283","50,299","63,758","64,176","88,997","51,552","61,332","61,781","53,148",,"55,387","51,825","41,655","53,478","55,186","69,193",,"87,849","77,454","86,429","74,538","69,529","105,170","67,466","76,939","67,898","61,688",,"52,626","70,074","55,331","61,306","64,367"
vermont_margin_of_error,"±1,726","±2,331",,"±16,320","±4,754","±27,911","±10,631","±17,075","±10,843","±18,262","±11,190","±3,922","±8,442",,"±8,139","±3,904","±12,013","±6,232","±11,586","±2,743",,"±11,096","±10,087","±13,733","±4,438","±6,705","±6,458","±29,576","±11,125","±12,355","±5,099",,"±7,617","±8,616","±8,677","±6,109","±7,779"
virginia_estimate,"84,017","71,413",,"93,857","64,988","71,472","62,090","80,622","96,127","64,350","68,817","79,727","52,500",,"58,213","61,513","52,254","61,260","64,290","98,855",,"129,127","108,581","125,085","67,523","111,191","137,386","89,371","89,526","102,093","62,319",,"84,550","93,782","71,449","85,313","85,108"
virginia_margin_of_error,±855,"±1,090",,"±4,656","±4,469","±5,222","±3,549","±2,425","±3,952","±7,976","±3,278","±3,601","±1,666",,"±5,776","±3,849","±2,909","±3,535","±3,642","±1,801",,"±6,519","±12,896","±13,067","±5,829","±7,572","±4,004","±12,737","±3,776","±1,768","±2,674",,"±7,192","±5,037","±9,119","±4,378","±3,479"
washington_estimate,"87,357","79,114",,"135,351","69,734","85,392","60,544","81,707","121,316","61,167","73,866","82,186","59,548",,"62,395","62,023","49,924","69,243","62,950","97,368",,"142,368","99,461","113,407","87,158","96,235","145,916","104,733","94,235","96,166","80,503",,"77,091","82,999","67,456","81,211","81,634"
washington_margin_of_error,"±1,201","±1,414",,"±8,858","±3,796","±7,054","±5,540","±3,879","±4,545","±10,248","±3,619","±3,173","±4,059",,"±3,434","±5,493","±4,729","±5,468","±3,533","±2,026",,"±11,589","±6,205","±11,238","±6,019","±5,090","±6,298","±11,319","±2,676","±4,297","±3,531",,"±4,052","±4,400","±5,028","±6,050","±5,209"
west_virginia_estimate,"58,901","49,987",,"69,118","51,116","50,096","41,476","54,633","85,176","45,227","53,949","55,497","43,243",,"36,659","56,206","49,295","47,083","41,460","67,131",,"91,616","106,507","126,082","58,280","87,986","100,853","43,526","70,984","73,340","52,367",,"68,368","60,407","55,743","53,022","55,781"
west_virginia_margin_of_error,"±2,022","±2,422",,"±25,216","±4,527","±19,681","±8,007","±19,780","±19,327","±25,815","±8,006","±11,606","±2,761",,"±8,203","±15,891","±17,203","±9,630","±2,707","±3,106",,"±29,441","±16,924","±40,197","±17,426","±19,033","±10,745","±1,453","±6,183","±7,587","±2,114",,"±12,449","±15,592","±10,563","±15,989","±4,313"
wisconsin_estimate,"67,829","60,537",,"78,653","58,500","61,158","51,409","61,534","85,767","60,964","64,572","69,682","48,960",,"51,807","51,913","47,765","60,818","54,895","74,979",,"99,125","82,900","93,326","63,806","76,009","120,126","70,870","80,203","82,394","61,044",,"67,100","62,493","54,971","67,396","64,876"
wisconsin_margin_of_error,±869,±904,,"±7,908","±3,003","±4,738","±3,361","±4,305","±3,003","±8,883","±2,118","±2,847","±1,043",,"±3,472","±2,130","±5,213","±3,866","±1,912",±991,,"±4,248","±5,279","±8,354","±7,045","±3,512","±5,713","±15,563","±1,981","±2,728","±1,336",,"±5,559","±5,772","±4,770","±5,516","±4,265"
wyoming_estimate,"62,659","55,310",,"63,833","61,922","70,631","63,625","46,847","68,889","90,362","61,609","56,633","56,192",,"44,415","48,954","41,733","37,996","52,385","69,152",,"84,304","70,906","69,012","64,167","73,800","125,291",-,"72,918","89,844","58,724",,"65,603","46,791","51,546","66,086","65,315"
wyoming_margin_of_error,"±1,943","±3,376",,"±8,983","±11,994","±21,086","±19,892","±13,452","±17,711","±53,072","±6,194","±10,800","±7,339",,"±14,616","±17,676","±11,685","±10,846","±14,084","±2,309",,"±23,570","±14,606","±29,965","±33,300","±12,883","±44,867",**,"±7,526","±22,170","±9,290",,"±21,195","±13,172","±3,514","±23,621","±14,154"
puerto_rico_estimate,"30,959","24,387",,"24,031","25,944","34,748","20,710","24,451","53,828","26,406","25,689","26,982","22,058",,"16,992","19,752","17,147","23,692","20,729","36,562",,"38,263","53,006","55,702","41,494","41,549","80,745","39,857","38,291","35,725","28,373",,"33,706","28,894","25,708","35,199","35,032"
puerto_rico_margin_of_error,±695,"±1,173",,"±5,118","±5,633","±16,509","±1,817","±4,460","±8,541","±41,148","±1,702","±2,352",±900,,"±6,140","±8,012","±4,036","±7,251","±2,491","±1,157",,"±8,866","±9,159","±26,979","±6,268","±4,026","±16,618","±6,244","±4,084","±1,763","±1,569",,"±10,368","±6,639","±4,152","±12,150","±4,259"
