,degree_age_range,state,degree,age_range,estimate,margin_of_error,state_abbrev,4_year_pct_students_loans_avg,4_year_avg_student_loans_avg,2-3_year_pct_students_loans_avg,2-3_year_avg_student_loans_avg,<2_year_pct_students_loans_avg,<2_year_avg_student_loans_avg,education,fed_student_loans_per_year,total_fed_student_loans,monthly_payment,total_cost_of_fed_loan,age_starting_work,y_intercept,gross_at_starting_age,gross_at_39
439,25_to_39_years_Business,Illinois,Business,25_to_39_years,80191.0,2365.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1719019.3672803906,45182.63271960949,1408429.6327196094
440,25_to_39_years_Education,Illinois,Education,25_to_39_years,55945.0,2130.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1209853.3672803906,20936.632719609494,972001.6327196095
441,25_to_39_years_Literature_and_Languages,Illinois,Literature_and_Languages,25_to_39_years,55834.0,5175.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1207522.3672803906,20825.632719609494,970003.6327196095
442,25_to_39_years_Liberal_Arts_and_History,Illinois,Liberal_Arts_and_History,25_to_39_years,61603.0,4215.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1328671.3672803906,26594.632719609494,1073845.6327196094
443,25_to_39_years_Visual_and_Performing_Arts,Illinois,Visual_and_Performing_Arts,25_to_39_years,49499.0,4122.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1074487.3672803906,14490.632719609494,855973.6327196095
444,25_to_39_years_Communications,Illinois,Communications,25_to_39_years,63547.0,3473.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1369495.3672803906,28538.632719609494,1108837.6327196094
445,25_to_39_years_Other,Illinois,Other,25_to_39_years,61619.0,1657.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1329007.3672803906,26610.632719609494,1074133.6327196094
446,40_to_64_years_40_to_64_years,Illinois,40_to_64_years,40_to_64_years,85834.0,979.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1837522.3672803906,50825.63271960949,1510003.6327196094
447,40_to_64_years_Computers_Mathematics_and_Statistics,Illinois,Computers_Mathematics_and_Statistics,40_to_64_years,103159.0,2796.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-2201347.3672803906,68150.6327196095,1821853.6327196094
448,40_to_64_years_Biological_Agricultural_and_Environmental_Sciences,Illinois,Biological_Agricultural_and_Environmental_Sciences,40_to_64_years,96621.0,5192.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-2064049.3672803906,61612.63271960949,1704169.6327196094
449,40_to_64_years_Physical_and_Related_Sciences,Illinois,Physical_and_Related_Sciences,40_to_64_years,100790.0,5132.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-2151598.3672803906,65781.6327196095,1779211.6327196094
450,40_to_64_years_Psychology,Illinois,Psychology,40_to_64_years,75047.0,5270.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1610995.3672803906,40038.63271960949,1315837.6327196094
451,40_to_64_years_Social_Sciences,Illinois,Social_Sciences,40_to_64_years,97584.0,5344.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-2084272.3672803906,62575.63271960949,1721503.6327196094
452,40_to_64_years_Engineering,Illinois,Engineering,40_to_64_years,123674.0,4590.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-2632162.3672803906,88665.6327196095,2191123.6327196094
453,40_to_64_years_Multidisciplinary_Studies,Illinois,Multidisciplinary_Studies,40_to_64_years,62232.0,11803.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1341880.3672803906,27223.632719609494,1085167.6327196094
454,40_to_64_years_Science_and_Engineering_Related_Fields,Illinois,Science_and_Engineering_Related_Fields,40_to_64_years,84395.0,2677.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1807303.3672803906,49386.63271960949,1484101.6327196094
455,40_to_64_years_Business,Illinois,Business,40_to_64_years,93436.0,2377.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1997164.3672803906,58427.63271960949,1646839.6327196094
456,40_to_64_years_Education,Illinois,Education,40_to_64_years,65040.0,1942.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1400848.3672803906,30031.632719609494,1135711.6327196094
457,40_to_64_years_Literature_and_Languages,Illinois,Literature_and_Languages,40_to_64_years,81223.0,8624.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1740691.3672803906,46214.63271960949,1427005.6327196094
458,40_to_64_years_Liberal_Arts_and_History,Illinois,Liberal_Arts_and_History,40_to_64_years,76391.0,4577.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1639219.3672803906,41382.63271960949,1340029.6327196094
459,40_to_64_years_Visual_and_Performing_Arts,Illinois,Visual_and_Performing_Arts,40_to_64_years,61545.0,4543.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1327453.3672803906,26536.632719609494,1072801.6327196094
460,40_to_64_years_Communications,Illinois,Communications,40_to_64_years,84957.0,4425.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1819105.3672803906,49948.63271960949,1494217.6327196094
461,40_to_64_years_Other,Illinois,Other,40_to_64_years,73253.0,3914.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,68.91428571428571,6313.363636363636,Bachelors_degree,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22,-1573321.3672803906,38244.63271960949,1283545.6327196094
463,25_to_39_years_25_to_39_years,Indiana,Combined_25_to_39_years,25_to_39_years,55574.0,1435.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1202059.4190798984,20568.580920101675,965326.5809201017
464,25_to_39_years_Computers_Mathematics_and_Statistics,Indiana,Computers_Mathematics_and_Statistics,25_to_39_years,68874.0,4220.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1481359.4190798984,33868.580920101675,1204726.5809201016
465,25_to_39_years_Biological_Agricultural_and_Environmental_Sciences,Indiana,Biological_Agricultural_and_Environmental_Sciences,25_to_39_years,58560.0,5513.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1264765.4190798984,23554.580920101675,1019074.5809201017
466,25_to_39_years_Physical_and_Related_Sciences,Indiana,Physical_and_Related_Sciences,25_to_39_years,61168.0,4637.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1319533.4190798984,26162.580920101675,1066018.5809201016
467,25_to_39_years_Psychology,Indiana,Psychology,25_to_39_years,50682.0,2938.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1099327.4190798984,15676.580920101675,877270.5809201017
468,25_to_39_years_Social_Sciences,Indiana,Social_Sciences,25_to_39_years,50487.0,4350.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1095232.4190798984,15481.580920101675,873760.5809201017
469,25_to_39_years_Engineering,Indiana,Engineering,25_to_39_years,83197.0,3294.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1782142.4190798984,48191.580920101675,1462540.5809201016
470,25_to_39_years_Multidisciplinary_Studies,Indiana,Multidisciplinary_Studies,25_to_39_years,51798.0,11599.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1122763.4190798984,16792.580920101675,897358.5809201017
471,25_to_39_years_Science_and_Engineering_Related_Fields,Indiana,Science_and_Engineering_Related_Fields,25_to_39_years,63279.0,2433.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1363864.4190798984,28273.580920101675,1104016.5809201016
472,25_to_39_years_Business,Indiana,Business,25_to_39_years,66513.0,2375.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1431778.4190798984,31507.580920101675,1162228.5809201016
473,25_to_39_years_Education,Indiana,Education,25_to_39_years,47086.0,967.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1023811.4190798983,12080.580920101675,812542.5809201017
474,25_to_39_years_Literature_and_Languages,Indiana,Literature_and_Languages,25_to_39_years,42324.0,5818.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-923809.4190798983,7318.580920101675,726826.5809201017
475,25_to_39_years_Liberal_Arts_and_History,Indiana,Liberal_Arts_and_History,25_to_39_years,47718.0,4743.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1037083.4190798983,12712.580920101675,823918.5809201017
476,25_to_39_years_Visual_and_Performing_Arts,Indiana,Visual_and_Performing_Arts,25_to_39_years,43216.0,3021.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-942541.4190798983,8210.580920101675,742882.5809201017
477,25_to_39_years_Communications,Indiana,Communications,25_to_39_years,52590.0,6237.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1139395.4190798984,17584.580920101675,911614.5809201017
478,25_to_39_years_Other,Indiana,Other,25_to_39_years,51481.0,1603.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1116106.4190798984,16475.580920101675,891652.5809201017
479,40_to_64_years_40_to_64_years,Indiana,40_to_64_years,40_to_64_years,73396.0,1620.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1576321.4190798984,38390.580920101675,1286122.5809201016
480,40_to_64_years_Computers_Mathematics_and_Statistics,Indiana,Computers_Mathematics_and_Statistics,40_to_64_years,101124.0,7784.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-2158609.4190798984,66118.58092010167,1785226.5809201016
481,40_to_64_years_Biological_Agricultural_and_Environmental_Sciences,Indiana,Biological_Agricultural_and_Environmental_Sciences,40_to_64_years,90621.0,12332.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1938046.4190798984,55615.580920101675,1596172.5809201016
482,40_to_64_years_Physical_and_Related_Sciences,Indiana,Physical_and_Related_Sciences,40_to_64_years,90460.0,12587.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1934665.4190798984,55454.580920101675,1593274.5809201016
483,40_to_64_years_Psychology,Indiana,Psychology,40_to_64_years,55652.0,6723.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1203697.4190798984,20646.580920101675,966730.5809201017
484,40_to_64_years_Social_Sciences,Indiana,Social_Sciences,40_to_64_years,73828.0,6877.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1585393.4190798984,38822.580920101675,1293898.5809201016
485,40_to_64_years_Engineering,Indiana,Engineering,40_to_64_years,110806.0,4684.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-2361931.4190798984,75800.58092010167,1959502.5809201016
486,40_to_64_years_Multidisciplinary_Studies,Indiana,Multidisciplinary_Studies,40_to_64_years,80162.0,21397.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1718407.4190798984,45156.580920101675,1407910.5809201016
487,40_to_64_years_Science_and_Engineering_Related_Fields,Indiana,Science_and_Engineering_Related_Fields,40_to_64_years,81449.0,2726.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1745434.4190798984,46443.580920101675,1431076.5809201016
488,40_to_64_years_Business,Indiana,Business,40_to_64_years,79386.0,3587.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1702111.4190798984,44380.580920101675,1393942.5809201016
489,40_to_64_years_Education,Indiana,Education,40_to_64_years,57452.0,1911.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1241497.4190798984,22446.580920101675,999130.5809201017
490,40_to_64_years_Literature_and_Languages,Indiana,Literature_and_Languages,40_to_64_years,60773.0,6097.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1311238.4190798984,25767.580920101675,1058908.5809201016
491,40_to_64_years_Liberal_Arts_and_History,Indiana,Liberal_Arts_and_History,40_to_64_years,57896.0,6014.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1250821.4190798984,22890.580920101675,1007122.5809201017
492,40_to_64_years_Visual_and_Performing_Arts,Indiana,Visual_and_Performing_Arts,40_to_64_years,46633.0,3609.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1014298.4190798983,11627.580920101675,804388.5809201017
493,40_to_64_years_Communications,Indiana,Communications,40_to_64_years,61480.0,5013.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1326085.4190798984,26474.580920101675,1071634.5809201016
494,40_to_64_years_Other,Indiana,Other,40_to_64_years,65950.0,3214.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,76.36666666666666,7883.413793103448,Bachelors_degree,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22,-1419955.4190798984,30944.580920101675,1152094.5809201016
496,25_to_39_years_25_to_39_years,Iowa,Combined_25_to_39_years,25_to_39_years,57861.0,1850.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1255777.6438813605,17164.356118639436,1000801.3561186395
497,25_to_39_years_Computers_Mathematics_and_Statistics,Iowa,Computers_Mathematics_and_Statistics,25_to_39_years,63927.0,16305.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1383163.6438813605,23230.356118639436,1109989.3561186395
498,25_to_39_years_Biological_Agricultural_and_Environmental_Sciences,Iowa,Biological_Agricultural_and_Environmental_Sciences,25_to_39_years,56998.0,4496.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1237654.6438813605,16301.356118639436,985267.3561186395
499,25_to_39_years_Physical_and_Related_Sciences,Iowa,Physical_and_Related_Sciences,25_to_39_years,50347.0,10596.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1097983.6438813605,9650.356118639436,865549.3561186395
500,25_to_39_years_Psychology,Iowa,Psychology,25_to_39_years,51775.0,3208.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1127971.6438813605,11078.356118639436,891253.3561186395
501,25_to_39_years_Social_Sciences,Iowa,Social_Sciences,25_to_39_years,57877.0,8887.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1256113.6438813605,17180.356118639436,1001089.3561186395
502,25_to_39_years_Engineering,Iowa,Engineering,25_to_39_years,80929.0,3115.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1740205.6438813605,40232.356118639436,1416025.3561186395
503,25_to_39_years_Multidisciplinary_Studies,Iowa,Multidisciplinary_Studies,25_to_39_years,50161.0,18457.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1094077.6438813605,9464.356118639436,862201.3561186395
504,25_to_39_years_Science_and_Engineering_Related_Fields,Iowa,Science_and_Engineering_Related_Fields,25_to_39_years,62547.0,3169.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1354183.6438813605,21850.356118639436,1085149.3561186395
505,25_to_39_years_Business,Iowa,Business,25_to_39_years,69840.0,3735.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1507336.6438813605,29143.356118639436,1216423.3561186395
506,25_to_39_years_Education,Iowa,Education,25_to_39_years,50126.0,2021.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1093342.6438813605,9429.356118639436,861571.3561186395
507,25_to_39_years_Literature_and_Languages,Iowa,Literature_and_Languages,25_to_39_years,44113.0,4368.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-967069.6438813605,3416.3561186394363,753337.3561186395
508,25_to_39_years_Liberal_Arts_and_History,Iowa,Liberal_Arts_and_History,25_to_39_years,50498.0,7920.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1101154.6438813605,9801.356118639436,868267.3561186395
509,25_to_39_years_Visual_and_Performing_Arts,Iowa,Visual_and_Performing_Arts,25_to_39_years,46087.0,6131.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1008523.6438813605,5390.356118639436,788869.3561186395
510,25_to_39_years_Communications,Iowa,Communications,25_to_39_years,50004.0,4110.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1090780.6438813605,9307.356118639436,859375.3561186395
511,25_to_39_years_Other,Iowa,Other,25_to_39_years,52522.0,3274.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1143658.6438813605,11825.356118639436,904699.3561186395
512,40_to_64_years_40_to_64_years,Iowa,40_to_64_years,40_to_64_years,72564.0,1317.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1564540.6438813605,31867.356118639436,1265455.3561186395
513,40_to_64_years_Computers_Mathematics_and_Statistics,Iowa,Computers_Mathematics_and_Statistics,40_to_64_years,100457.0,14391.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-2150293.6438813605,59760.356118639436,1767529.3561186395
514,40_to_64_years_Biological_Agricultural_and_Environmental_Sciences,Iowa,Biological_Agricultural_and_Environmental_Sciences,40_to_64_years,78860.0,7284.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1696756.6438813605,38163.356118639436,1378783.3561186395
515,40_to_64_years_Physical_and_Related_Sciences,Iowa,Physical_and_Related_Sciences,40_to_64_years,97242.0,26393.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-2082778.6438813605,56545.356118639436,1709659.3561186395
516,40_to_64_years_Psychology,Iowa,Psychology,40_to_64_years,68088.0,4588.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1470544.6438813605,27391.356118639436,1184887.3561186395
517,40_to_64_years_Social_Sciences,Iowa,Social_Sciences,40_to_64_years,69303.0,9976.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1496059.6438813605,28606.356118639436,1206757.3561186395
518,40_to_64_years_Engineering,Iowa,Engineering,40_to_64_years,110510.0,8155.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-2361406.6438813605,69813.35611863944,1948483.3561186395
519,40_to_64_years_Multidisciplinary_Studies,Iowa,Multidisciplinary_Studies,40_to_64_years,50875.0,34852.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1109071.6438813605,10178.356118639436,875053.3561186395
520,40_to_64_years_Science_and_Engineering_Related_Fields,Iowa,Science_and_Engineering_Related_Fields,40_to_64_years,77655.0,6198.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1671451.6438813605,36958.356118639436,1357093.3561186395
521,40_to_64_years_Business,Iowa,Business,40_to_64_years,81109.0,3171.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1743985.6438813605,40412.356118639436,1419265.3561186395
522,40_to_64_years_Education,Iowa,Education,40_to_64_years,60969.0,1360.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,88.0,5196.0,Bachelors_degree,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22,-1321045.6438813605,20272.356118639436,1056745.3561186395
