,state,education,degree,estimate,margin_of_error,state_abbrev,4_year_pct_students_loans_avg,4_year_avg_student_loans_avg,2-3_year_pct_students_loans_avg,2-3_year_avg_student_loans_avg,fed_student_loans_per_year,total_fed_student_loans,monthly_payment,total_cost_of_fed_loan,age_starting_work,y_intercept,gross_at_starting_age,gross_at_39,age_range,sex
365,Illinois,Bachelors_degree,Computers_Mathematics_and_Statistics,84254.0,4333.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1804342.3672803906,49245.63271960949,1481563.6327196094,25_to_39_years,
374,Illinois,Bachelors_degree,Education,55945.0,2130.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1209853.3672803906,20936.632719609494,972001.6327196095,25_to_39_years,
370,Illinois,Bachelors_degree,Engineering,90621.0,4123.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1938049.3672803906,55612.63271960949,1596169.6327196094,25_to_39_years,
376,Illinois,Bachelors_degree,Liberal_Arts_and_History,61603.0,4215.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1328671.3672803906,26594.632719609494,1073845.6327196094,25_to_39_years,
375,Illinois,Bachelors_degree,Literature_and_Languages,55834.0,5175.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1207522.3672803906,20825.632719609494,970003.6327196095,25_to_39_years,
371,Illinois,Bachelors_degree,Multidisciplinary_Studies,62458.0,6849.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1346626.3672803906,27449.632719609494,1089235.6327196094,25_to_39_years,
379,Illinois,Bachelors_degree,Other,61619.0,1657.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1329007.3672803906,26610.632719609494,1074133.6327196094,25_to_39_years,
367,Illinois,Bachelors_degree,Physical_and_Related_Sciences,65166.0,3995.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1403494.3672803906,30157.632719609494,1137979.6327196094,25_to_39_years,
368,Illinois,Bachelors_degree,Psychology,57901.0,5964.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1250929.3672803906,22892.632719609494,1007209.6327196095,25_to_39_years,
372,Illinois,Bachelors_degree,Science_and_Engineering_Related_Fields,66607.0,1950.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1433755.3672803906,31598.632719609494,1163917.6327196094,25_to_39_years,
369,Illinois,Bachelors_degree,Social_Sciences,71816.0,4689.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1543144.3672803906,36807.63271960949,1257679.6327196094,25_to_39_years,
377,Illinois,Bachelors_degree,Visual_and_Performing_Arts,49499.0,4122.0,IL,58.705882352941174,6720.409090909091,19.677966101694917,5023.929824561404,6720.409090909091,26881.636363636364,291.73639400325425,35008.36728039051,22.0,-1074487.3672803906,14490.632719609494,855973.6327196095,25_to_39_years,
42,Indiana,Less_than_high_school_graduate,,32019.0,746.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,0.0,0.0,0.0,0.0,16.0,-480285.0,32019.0,768456.0,,total
43,Indiana,High_school_graduate_includes_equivalency,,38553.0,630.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,0.0,0.0,0.0,0.0,18.0,-655401.0,38553.0,848166.0,,total
44,Indiana,Some_college_or_associates_degree,,44403.0,656.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,7986.0,15972.0,173.33817115847842,20800.58053901741,20.0,-864457.5805390175,23602.41946098259,867259.4194609825,,total
380,Indiana,Bachelors_degree,Combined_25_to_39_years,55574.0,1435.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1202059.4190798984,20568.580920101675,965326.5809201017,25_to_39_years,
382,Indiana,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences,58560.0,5513.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1264765.4190798984,23554.580920101675,1019074.5809201017,25_to_39_years,
389,Indiana,Bachelors_degree,Business,66513.0,2375.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1431778.4190798984,31507.580920101675,1162228.5809201016,25_to_39_years,
394,Indiana,Bachelors_degree,Communications,52590.0,6237.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1139395.4190798984,17584.580920101675,911614.5809201017,25_to_39_years,
381,Indiana,Bachelors_degree,Computers_Mathematics_and_Statistics,68874.0,4220.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1481359.4190798984,33868.580920101675,1204726.5809201016,25_to_39_years,
390,Indiana,Bachelors_degree,Education,47086.0,967.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1023811.4190798983,12080.580920101675,812542.5809201017,25_to_39_years,
386,Indiana,Bachelors_degree,Engineering,83197.0,3294.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1782142.4190798984,48191.580920101675,1462540.5809201016,25_to_39_years,
392,Indiana,Bachelors_degree,Liberal_Arts_and_History,47718.0,4743.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1037083.4190798983,12712.580920101675,823918.5809201017,25_to_39_years,
391,Indiana,Bachelors_degree,Literature_and_Languages,42324.0,5818.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-923809.4190798983,7318.580920101675,726826.5809201017,25_to_39_years,
387,Indiana,Bachelors_degree,Multidisciplinary_Studies,51798.0,11599.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1122763.4190798984,16792.580920101675,897358.5809201017,25_to_39_years,
395,Indiana,Bachelors_degree,Other,51481.0,1603.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1116106.4190798984,16475.580920101675,891652.5809201017,25_to_39_years,
383,Indiana,Bachelors_degree,Physical_and_Related_Sciences,61168.0,4637.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1319533.4190798984,26162.580920101675,1066018.5809201016,25_to_39_years,
384,Indiana,Bachelors_degree,Psychology,50682.0,2938.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1099327.4190798984,15676.580920101675,877270.5809201017,25_to_39_years,
388,Indiana,Bachelors_degree,Science_and_Engineering_Related_Fields,63279.0,2433.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1363864.4190798984,28273.580920101675,1104016.5809201016,25_to_39_years,
385,Indiana,Bachelors_degree,Social_Sciences,50487.0,4350.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-1095232.4190798984,15481.580920101675,873760.5809201017,25_to_39_years,
393,Indiana,Bachelors_degree,Visual_and_Performing_Arts,43216.0,3021.0,IN,54.490566037735846,6719.843137254902,69.0,7986.0,6719.843137254902,26879.37254901961,291.7118256658194,35005.419079898325,22.0,-942541.4190798983,8210.580920101675,742882.5809201017,25_to_39_years,
45,Iowa,Less_than_high_school_graduate,,32968.0,2066.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,0.0,0.0,0.0,0.0,16.0,-494520.0,32968.0,791232.0,,total
46,Iowa,High_school_graduate_includes_equivalency,,39439.0,863.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,0.0,0.0,0.0,0.0,18.0,-670463.0,39439.0,867658.0,,total
47,Iowa,Some_college_or_associates_degree,,45837.0,899.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,6033.114285714286,12066.228571428572,130.95028758775408,15714.03451053049,20.0,-886617.0345105305,30122.965489469512,901025.9654894695,,total
396,Iowa,Bachelors_degree,Combined_25_to_39_years,57861.0,1850.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1255777.6438813605,17164.356118639436,1000801.3561186395,25_to_39_years,
398,Iowa,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences,56998.0,4496.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1237654.6438813605,16301.356118639436,985267.3561186395,25_to_39_years,
405,Iowa,Bachelors_degree,Business,69840.0,3735.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1507336.6438813605,29143.356118639436,1216423.3561186395,25_to_39_years,
410,Iowa,Bachelors_degree,Communications,50004.0,4110.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1090780.6438813605,9307.356118639436,859375.3561186395,25_to_39_years,
397,Iowa,Bachelors_degree,Computers_Mathematics_and_Statistics,63927.0,16305.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1383163.6438813605,23230.356118639436,1109989.3561186395,25_to_39_years,
406,Iowa,Bachelors_degree,Education,50126.0,2021.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1093342.6438813605,9429.356118639436,861571.3561186395,25_to_39_years,
402,Iowa,Bachelors_degree,Engineering,80929.0,3115.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1740205.6438813605,40232.356118639436,1416025.3561186395,25_to_39_years,
408,Iowa,Bachelors_degree,Liberal_Arts_and_History,50498.0,7920.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1101154.6438813605,9801.356118639436,868267.3561186395,25_to_39_years,
407,Iowa,Bachelors_degree,Literature_and_Languages,44113.0,4368.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-967069.6438813605,3416.3561186394363,753337.3561186395,25_to_39_years,
403,Iowa,Bachelors_degree,Multidisciplinary_Studies,50161.0,18457.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1094077.6438813605,9464.356118639436,862201.3561186395,25_to_39_years,
411,Iowa,Bachelors_degree,Other,52522.0,3274.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1143658.6438813605,11825.356118639436,904699.3561186395,25_to_39_years,
399,Iowa,Bachelors_degree,Physical_and_Related_Sciences,50347.0,10596.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1097983.6438813605,9650.356118639436,865549.3561186395,25_to_39_years,
400,Iowa,Bachelors_degree,Psychology,51775.0,3208.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1127971.6438813605,11078.356118639436,891253.3561186395,25_to_39_years,
404,Iowa,Bachelors_degree,Science_and_Engineering_Related_Fields,62547.0,3169.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1354183.6438813605,21850.356118639436,1085149.3561186395,25_to_39_years,
401,Iowa,Bachelors_degree,Social_Sciences,57877.0,8887.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1256113.6438813605,17180.356118639436,1001089.3561186395,25_to_39_years,
409,Iowa,Bachelors_degree,Visual_and_Performing_Arts,46087.0,6131.0,IA,67.32352941176471,7812.363636363636,61.2,6033.114285714286,7812.363636363636,31249.454545454544,339.138699011338,40696.643881360564,22.0,-1008523.6438813605,5390.356118639436,788869.3561186395,25_to_39_years,
48,Kansas,Less_than_high_school_graduate,,32838.0,1788.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,0.0,0.0,0.0,0.0,16.0,-492570.0,32838.0,788112.0,,total
49,Kansas,High_school_graduate_includes_equivalency,,36659.0,834.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,0.0,0.0,0.0,0.0,18.0,-623203.0,36659.0,806498.0,,total
50,Kansas,Some_college_or_associates_degree,,42026.0,612.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,5274.517241379311,10549.034482758621,114.48474484905489,13738.169381886586,20.0,-812232.1693818866,28287.830618113414,826781.8306181134,,total
412,Kansas,Bachelors_degree,Combined_25_to_39_years,58345.0,1511.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1258768.3331568805,24821.666843119616,1016686.6668431197,25_to_39_years,
414,Kansas,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences,55368.0,6322.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1196251.3331568805,21844.666843119616,963100.6668431197,25_to_39_years,
421,Kansas,Bachelors_degree,Business,63845.0,2173.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1374268.3331568805,30321.666843119616,1115686.6668431195,25_to_39_years,
426,Kansas,Bachelors_degree,Communications,52878.0,7780.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1143961.3331568805,19354.666843119616,918280.6668431197,25_to_39_years,
413,Kansas,Bachelors_degree,Computers_Mathematics_and_Statistics,76914.0,8457.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1648717.3331568805,43390.666843119616,1350928.6668431195,25_to_39_years,
422,Kansas,Bachelors_degree,Education,50387.0,1502.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1091650.3331568805,16863.666843119616,873442.6668431197,25_to_39_years,
418,Kansas,Bachelors_degree,Engineering,84264.0,7550.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1803067.3331568805,50740.666843119616,1483228.6668431195,25_to_39_years,
424,Kansas,Bachelors_degree,Liberal_Arts_and_History,50444.0,6439.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1092847.3331568805,16920.666843119616,874468.6668431197,25_to_39_years,
423,Kansas,Bachelors_degree,Literature_and_Languages,40478.0,5575.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-883561.3331568803,6954.666843119616,695080.6668431197,25_to_39_years,
419,Kansas,Bachelors_degree,Multidisciplinary_Studies,49167.0,24410.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1066030.3331568805,15643.666843119616,851482.6668431197,25_to_39_years,
427,Kansas,Bachelors_degree,Other,52744.0,2517.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1141147.3331568805,19220.666843119616,915868.6668431197,25_to_39_years,
415,Kansas,Bachelors_degree,Physical_and_Related_Sciences,63001.0,12944.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1356544.3331568805,29477.666843119616,1100494.6668431195,25_to_39_years,
416,Kansas,Bachelors_degree,Psychology,49307.0,5548.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1068970.3331568805,15783.666843119616,854002.6668431197,25_to_39_years,
420,Kansas,Bachelors_degree,Science_and_Engineering_Related_Fields,61241.0,2622.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1319584.3331568805,27717.666843119616,1068814.6668431195,25_to_39_years,
417,Kansas,Bachelors_degree,Social_Sciences,63670.0,11116.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1370593.3331568805,30146.666843119616,1112536.6668431195,25_to_39_years,
425,Kansas,Bachelors_degree,Visual_and_Performing_Arts,48100.0,7462.0,KS,66.3225806451613,6435.333333333333,39.275862068965516,5274.517241379311,6435.333333333333,25741.333333333332,279.36110964066984,33523.333156880384,22.0,-1043623.3331568803,14576.666843119616,832276.6668431197,25_to_39_years,
51,Kentucky,Less_than_high_school_graduate,,27314.0,1182.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,0.0,0.0,0.0,0.0,16.0,-409710.0,27314.0,655536.0,,total
52,Kentucky,High_school_graduate_includes_equivalency,,35301.0,680.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,0.0,0.0,0.0,0.0,18.0,-600117.0,35301.0,776622.0,,total
53,Kentucky,Some_college_or_associates_degree,,40667.0,587.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,5273.761904761905,10547.52380952381,114.46835007471601,13736.202008965922,20.0,-786409.2020089659,26930.79799103408,799603.7979910341,,total
428,Kentucky,Bachelors_degree,Combined_25_to_39_years,53559.0,1084.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1160510.0208997198,17787.97910028012,928290.9791002801,25_to_39_years,
430,Kentucky,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences,57727.0,4553.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1248038.0208997198,21955.97910028012,1003314.9791002801,25_to_39_years,
437,Kentucky,Bachelors_degree,Business,58864.0,4300.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1271915.0208997198,23092.97910028012,1023780.9791002801,25_to_39_years,
442,Kentucky,Bachelors_degree,Communications,50596.0,5501.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1098287.0208997198,14824.979100280121,874956.9791002801,25_to_39_years,
429,Kentucky,Bachelors_degree,Computers_Mathematics_and_Statistics,66263.0,5601.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1427294.0208997198,30491.97910028012,1156962.9791002802,25_to_39_years,
438,Kentucky,Bachelors_degree,Education,44486.0,1534.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-969977.0208997199,8714.979100280121,764976.9791002801,25_to_39_years,
434,Kentucky,Bachelors_degree,Engineering,91290.0,5743.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1952861.0208997198,55518.97910028012,1607448.9791002802,25_to_39_years,
440,Kentucky,Bachelors_degree,Liberal_Arts_and_History,44737.0,5148.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-975248.0208997199,8965.979100280121,769494.9791002801,25_to_39_years,
439,Kentucky,Bachelors_degree,Literature_and_Languages,46271.0,3586.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1007462.0208997199,10499.979100280121,797106.9791002801,25_to_39_years,
435,Kentucky,Bachelors_degree,Multidisciplinary_Studies,36189.0,10550.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-795740.0208997199,417.9791002801212,615630.9791002801,25_to_39_years,
443,Kentucky,Bachelors_degree,Other,48028.0,3592.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1044359.0208997199,12256.979100280121,828732.9791002801,25_to_39_years,
431,Kentucky,Bachelors_degree,Physical_and_Related_Sciences,54381.0,8041.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1177772.0208997198,18609.97910028012,943086.9791002801,25_to_39_years,
432,Kentucky,Bachelors_degree,Psychology,45554.0,4984.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-992405.0208997199,9782.979100280121,784200.9791002801,25_to_39_years,
436,Kentucky,Bachelors_degree,Science_and_Engineering_Related_Fields,64320.0,3442.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1386491.0208997198,28548.97910028012,1121988.9791002802,25_to_39_years,
433,Kentucky,Bachelors_degree,Social_Sciences,50630.0,3400.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-1099001.0208997198,14858.979100280121,875568.9791002801,25_to_39_years,
441,Kentucky,Bachelors_degree,Visual_and_Performing_Arts,40920.0,2822.0,KY,57.588235294117645,6866.8125,29.681818181818183,5273.761904761905,6866.8125,27467.25,298.091840830999,35771.02089971988,22.0,-895091.0208997199,5148.979100280121,700788.9791002801,25_to_39_years,
54,Louisiana,Less_than_high_school_graduate,,25977.0,890.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,0.0,0.0,0.0,0.0,16.0,-389655.0,25977.0,623448.0,,total
55,Louisiana,High_school_graduate_includes_equivalency,,33568.0,1577.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,0.0,0.0,0.0,0.0,18.0,-570656.0,33568.0,738496.0,,total
56,Louisiana,Some_college_or_associates_degree,,40916.0,730.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6503.851851851852,13007.703703703704,141.16776677757113,16940.132013308536,20.0,-794344.1320133086,23975.867986691464,801379.8679866914,,total
444,Louisiana,Bachelors_degree,Combined_25_to_39_years,54348.0,1308.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1173029.19587412,22626.80412587998,946542.80412588,25_to_39_years,
446,Louisiana,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences,64475.0,7344.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1385696.19587412,32753.80412587998,1128828.80412588,25_to_39_years,
453,Louisiana,Bachelors_degree,Business,58232.0,7137.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1254593.19587412,26510.80412587998,1016454.80412588,25_to_39_years,
458,Louisiana,Bachelors_degree,Communications,48154.0,5585.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1042955.19587412,16432.80412587998,835050.80412588,25_to_39_years,
445,Louisiana,Bachelors_degree,Computers_Mathematics_and_Statistics,54804.0,16545.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1182605.19587412,23082.80412587998,954750.80412588,25_to_39_years,
454,Louisiana,Bachelors_degree,Education,47117.0,1978.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1021178.19587412,15395.804125879979,816384.80412588,25_to_39_years,
450,Louisiana,Bachelors_degree,Engineering,88923.0,10014.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1899104.19587412,57201.80412587998,1568892.80412588,25_to_39_years,
456,Louisiana,Bachelors_degree,Liberal_Arts_and_History,50140.0,6087.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1084661.19587412,18418.80412587998,870798.80412588,25_to_39_years,
455,Louisiana,Bachelors_degree,Literature_and_Languages,46222.0,4248.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1002383.19587412,14500.804125879979,800274.80412588,25_to_39_years,
451,Louisiana,Bachelors_degree,Multidisciplinary_Studies,42809.0,11825.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-930710.19587412,11087.804125879979,738840.80412588,25_to_39_years,
459,Louisiana,Bachelors_degree,Other,51933.0,2970.0,LA,52.925925925925924,6089.384615384615,56.82142857142857,6503.851851851852,6089.384615384615,24357.53846153846,264.3432989510002,31721.19587412002,22.0,-1122314.19587412,20211.80412587998,903072.80412588,25_to_39_years,
