State,Education,Age,Median Salary,Gross Salary,Profitability Age vs. HS no grad,Profitability Age vs. HS,Baseline
Louisiana,Bachelor's in Psychology,39,46021,796656.8041,,,0
Louisiana,Bachelor's in Science and Engineering Related Fields,39,60657,1060104.804,,,0
Louisiana,Bachelor's in Social Sciences,39,65249,1142760.804,,,0
Louisiana,Bachelor's in Visual and Performing Arts,39,36338,622362.8041,,,0
Maine,HS did not graduate,16,31011,31011,,28.56263982,1
Maine,HS graduate,18,36375,36375,28.56263982,,1
Maine,Associate Degree,20,43898,28536.17771,29.8175543,30.71232518,1
Maine,All Majors Combined,22,56454,15592.27986,29.91906301,30.28142438,0
Maine,Bachelor's in Biological Agricultural and Environmental Sciences,22,51597,10735.27986,32.02340038,33.24291947,0
Maine,Bachelor's in Business,22,67591,26729.27986,27.20360088,26.97007048,0
Maine,Bachelor's in Communications,22,58400,17538.27986,29.28535982,29.46137208,0
Maine,Bachelor's in Computers Mathematics and Statistics,22,64153,23291.27986,27.84713415,27.70896825,0
Maine,Bachelor's in Education,22,47760,6898.279861,34.54873247,37.36905754,0
Maine,Bachelor's in Engineering,22,93338,52476.27986,24.64092159,24.27162755,0
Maine,Bachelor's in Liberal Arts and History,22,53243,12381.27986,31.20725621,32.04824046,0
Maine,Bachelor's in Literature and Languages,22,46879,6017.279861,35.30096547,38.7419764,0
Maine,Bachelor's in Multidisciplinary Studies,22,43917,3055.279861,38.58311794,45.70985417,0
Maine,Bachelor's in Other,22,62869,22007.27986,28.12310001,28.03411037,0
Maine,Bachelor's in Physical and Related Sciences,22,87790,46928.27986,24.99668399,24.62465662,0
Maine,Bachelor's in Psychology,22,50610,9748.279861,32.57853565,34.09179629,0
Maine,Bachelor's in Science and Engineering Related Fields,22,62387,21525.27986,28.2325255,28.1644518,0
Maine,Bachelor's in Social Sciences,22,56799,15937.27986,29.79974097,30.12464356,0
Maine,Bachelor's in Visual and Performing Arts,22,38954,-1907.720139,49.56952287,93.26123309,0
Maine,HS did not graduate,39,31011,744264,,,1
Maine,HS graduate,39,36375,800250,,,1
Maine,Associate Degree,39,43898,862598.1777,,,1
Maine,All Majors Combined,39,56454,975310.2799,,,0
Maine,Bachelor's in Biological Agricultural and Environmental Sciences,39,51597,887884.2799,,,0
Maine,Bachelor's in Business,39,67591,1175776.28,,,0
Maine,Bachelor's in Communications,39,58400,1010338.28,,,0
Maine,Bachelor's in Computers Mathematics and Statistics,39,64153,1113892.28,,,0
Maine,Bachelor's in Education,39,47760,818818.2799,,,0
Maine,Bachelor's in Engineering,39,93338,1639222.28,,,0
Maine,Bachelor's in Liberal Arts and History,39,53243,917512.2799,,,0
Maine,Bachelor's in Literature and Languages,39,46879,802960.2799,,,0
Maine,Bachelor's in Multidisciplinary Studies,39,43917,749644.2799,,,0
Maine,Bachelor's in Other,39,62869,1090780.28,,,0
Maine,Bachelor's in Physical and Related Sciences,39,87790,1539358.28,,,0
Maine,Bachelor's in Psychology,39,50610,870118.2799,,,0
Maine,Bachelor's in Science and Engineering Related Fields,39,62387,1082104.28,,,0
Maine,Bachelor's in Social Sciences,39,56799,981520.2799,,,0
Maine,Bachelor's in Visual and Performing Arts,39,38954,660310.2799,,,0
Maryland,HS did not graduate,16,33805,33805,,26.54539037,1
Maryland,HS graduate,18,40888,40888,26.54539037,,1
Maryland,Associate Degree,20,50548,37228.22518,27.87175386,28.84428311,1
Maryland,All Majors Combined,22,72181,35884.11719,27.23115705,27.3863766,0
Maryland,Bachelor's in Biological Agricultural and Environmental Sciences,22,67249,30952.11719,28.15006826,28.58123299,0
Maryland,Bachelor's in Business,22,78674,42377.11719,26.32944534,26.28896636,0
Maryland,Bachelor's in Communications,22,61665,25368.11719,29.58316162,30.61875549,0
Maryland,Bachelor's in Computers Mathematics and Statistics,22,85129,48832.11719,25.65916302,25.5172777,0
Maryland,Bachelor's in Education,22,60542,24245.11719,29.94366918,31.16835671,0
Maryland,Bachelor's in Engineering,22,96416,60119.11719,24.81924714,24.59906503,0
Maryland,Bachelor's in Liberal Arts and History,22,62189,25892.11719,29.42470698,30.38213618,0
Maryland,Bachelor's in Literature and Languages,22,59133,22836.11719,30.44120668,31.95362471,0
Maryland,Bachelor's in Multidisciplinary Studies,22,65970,29673.11719,28.43438156,28.96782086,0
Maryland,Bachelor's in Other,22,66214,29917.11719,28.37840979,28.89105594,0
Maryland,Bachelor's in Physical and Related Sciences,22,72592,36295.11719,27.16512963,27.30358576,0
Maryland,Bachelor's in Psychology,22,60405,24108.11719,29.98973244,31.23973371,0
Maryland,Bachelor's in Science and Engineering Related Fields,22,73074,36777.11719,27.08945689,27.20918669,0
Maryland,Bachelor's in Social Sciences,22,80178,43881.11719,26.15659722,26.08650758,0
Maryland,Bachelor's in Visual and Performing Arts,22,51297,15000.11719,34.67064274,40.19962367,0
Maryland,HS did not graduate,39,33805,811320,,,1
Maryland,HS graduate,39,40888,899536,,,1
Maryland,Associate Degree,39,50548,997640.2252,,,1
Maryland,All Majors Combined,39,72181,1262961.117,,,0
Maryland,Bachelor's in Biological Agricultural and Environmental Sciences,39,67249,1174185.117,,,0
Maryland,Bachelor's in Business,39,78674,1379835.117,,,0
Maryland,Bachelor's in Communications,39,61665,1073673.117,,,0
Maryland,Bachelor's in Computers Mathematics and Statistics,39,85129,1496025.117,,,0
Maryland,Bachelor's in Education,39,60542,1053459.117,,,0
Maryland,Bachelor's in Engineering,39,96416,1699191.117,,,0
Maryland,Bachelor's in Liberal Arts and History,39,62189,1083105.117,,,0
Maryland,Bachelor's in Literature and Languages,39,59133,1028097.117,,,0
Maryland,Bachelor's in Multidisciplinary Studies,39,65970,1151163.117,,,0
Maryland,Bachelor's in Other,39,66214,1155555.117,,,0
Maryland,Bachelor's in Physical and Related Sciences,39,72592,1270359.117,,,0
Maryland,Bachelor's in Psychology,39,60405,1050993.117,,,0
Maryland,Bachelor's in Science and Engineering Related Fields,39,73074,1279035.117,,,0
Maryland,Bachelor's in Social Sciences,39,80178,1406907.117,,,0
Maryland,Bachelor's in Visual and Performing Arts,39,51297,887049.1172,,,0
Massachusetts,HS did not graduate,16,34472,34472,,25.92594511,1
Massachusetts,HS graduate,18,42196,42196,25.92594511,,1
Massachusetts,Associate Degree,20,49021,34885.80643,29.4490476,33.43621884,1
Massachusetts,All Majors Combined,22,75800,33675.27248,27.02392391,27.27629828,0
Massachusetts,Bachelor's in Biological Agricultural and Environmental Sciences,22,76357,34232.27248,26.94381587,27.17396234,0
Massachusetts,Bachelor's in Business,22,84761,42636.27248,25.95052054,25.95498009,0
Massachusetts,Bachelor's in Communications,22,74744,32619.27248,27.18188139,27.47992895,0
Massachusetts,Bachelor's in Computers Mathematics and Statistics,22,100156,58031.27248,24.79021874,24.63886693,0
Massachusetts,Bachelor's in Education,22,60697,18572.27248,30.49310686,32.39985555,0
Massachusetts,Bachelor's in Engineering,22,98299,56174.27248,24.90049239,24.75931283,0
Massachusetts,Bachelor's in Liberal Arts and History,22,64560,22435.27248,29.27428634,30.43072471,0
Massachusetts,Bachelor's in Literature and Languages,22,64663,22538.27248,29.24605768,30.38748954,0
Massachusetts,Bachelor's in Multidisciplinary Studies,22,77851,35726.27248,26.73910711,26.91526371,0
Massachusetts,Bachelor's in Other,22,63067,20942.27248,29.70630276,31.10534845,0
Massachusetts,Bachelor's in Physical and Related Sciences,22,69627,27502.27248,28.0816876,28.68869992,0
Massachusetts,Bachelor's in Psychology,22,64147,22022.27248,29.38944322,30.60816034,0
Massachusetts,Bachelor's in Science and Engineering Related Fields,22,75402,33277.27248,27.08250006,27.35152465,0
Massachusetts,Bachelor's in Social Sciences,22,81430,39305.27248,26.30168933,26.37566212,0
Massachusetts,Bachelor's in Visual and Performing Arts,22,52646,10521.27248,34.69851037,41.18265335,0
Massachusetts,HS did not graduate,39,34472,827328,,,1
Massachusetts,HS graduate,39,42196,928312,,,1
Massachusetts,Associate Degree,39,49021,966284.8064,,,1
Massachusetts,All Majors Combined,39,75800,1322275.272,,,0
Massachusetts,Bachelor's in Biological Agricultural and Environmental Sciences,39,76357,1332301.272,,,0
Massachusetts,Bachelor's in Business,39,84761,1483573.272,,,0
Massachusetts,Bachelor's in Communications,39,74744,1303267.272,,,0
Massachusetts,Bachelor's in Computers Mathematics and Statistics,39,100156,1760683.272,,,0
Massachusetts,Bachelor's in Education,39,60697,1050421.272,,,0
Massachusetts,Bachelor's in Engineering,39,98299,1727257.272,,,0
Massachusetts,Bachelor's in Liberal Arts and History,39,64560,1119955.272,,,0
Massachusetts,Bachelor's in Literature and Languages,39,64663,1121809.272,,,0
Massachusetts,Bachelor's in Multidisciplinary Studies,39,77851,1359193.272,,,0
Massachusetts,Bachelor's in Other,39,63067,1093081.272,,,0
Massachusetts,Bachelor's in Physical and Related Sciences,39,69627,1211161.272,,,0
Massachusetts,Bachelor's in Psychology,39,64147,1112521.272,,,0
Massachusetts,Bachelor's in Science and Engineering Related Fields,39,75402,1315111.272,,,0
Massachusetts,Bachelor's in Social Sciences,39,81430,1423615.272,,,0
Massachusetts,Bachelor's in Visual and Performing Arts,39,52646,905503.2725,,,0
Michigan,HS did not graduate,16,30404,30404,,28.13495697,1
Michigan,HS graduate,18,35865,35865,28.13495697,,1
Michigan,Associate Degree,20,41762,27337.10627,30.97753951,33.60995315,1
Michigan,All Majors Combined,22,61430,22537.54851,28.13325764,28.13289464,0
Michigan,Bachelor's in Biological Agricultural and Environmental Sciences,22,60900,22007.54851,28.25722887,28.2839006,0
Michigan,Bachelor's in Business,22,64319,25426.54851,27.52562145,27.40867546,0
Michigan,Bachelor's in Communications,22,55886,16993.54851,29.68520726,30.10805911,0
Michigan,Bachelor's in Computers Mathematics and Statistics,22,77405,38512.54851,25.70876048,25.38980384,0
Michigan,Bachelor's in Education,22,49551,10658.54851,32.55880563,34.3240137,0
Michigan,Bachelor's in Engineering,22,90211,51318.54851,24.70051083,24.35539785,0
Michigan,Bachelor's in Liberal Arts and History,22,50546,11653.54851,31.98780913,33.420983,0
Michigan,Bachelor's in Literature and Languages,22,51872,12979.54851,31.30913227,32.3920442,0
Michigan,Bachelor's in Multidisciplinary Studies,22,55332,16439.54851,29.87822735,30.36726006,0
Michigan,Bachelor's in Other,22,55083,16190.54851,29.96780467,30.48862793,0
Michigan,Bachelor's in Physical and Related Sciences,22,61545,22652.54851,28.10691537,28.10095216,0
Michigan,Bachelor's in Psychology,22,50123,11230.54851,32.22351293,33.7894832,0
Michigan,Bachelor's in Science and Engineering Related Fields,22,65596,26703.54851,27.28882847,27.1334113,0
Michigan,Bachelor's in Social Sciences,22,61711,22818.54851,28.06923217,28.05534518,0
Michigan,Bachelor's in Visual and Performing Arts,22,44026,5133.548508,37.2469866,43.34437587,0
Michigan,HS did not graduate,39,30404,729696,,,1
Michigan,HS graduate,39,35865,789030,,,1
Michigan,Associate Degree,39,41762,820815.1063,,,1
Michigan,All Majors Combined,39,61430,1066847.549,,,0
Michigan,Bachelor's in Biological Agricultural and Environmental Sciences,39,60900,1057307.549,,,0
Michigan,Bachelor's in Business,39,64319,1118849.549,,,0
Michigan,Bachelor's in Communications,39,55886,967055.5485,,,0
Michigan,Bachelor's in Computers Mathematics and Statistics,39,77405,1354397.549,,,0
Michigan,Bachelor's in Education,39,49551,853025.5485,,,0
Michigan,Bachelor's in Engineering,39,90211,1584905.549,,,0
Michigan,Bachelor's in Liberal Arts and History,39,50546,870935.5485,,,0
Michigan,Bachelor's in Literature and Languages,39,51872,894803.5485,,,0
Michigan,Bachelor's in Multidisciplinary Studies,39,55332,957083.5485,,,0
Michigan,Bachelor's in Other,39,55083,952601.5485,,,0
Michigan,Bachelor's in Physical and Related Sciences,39,61545,1068917.549,,,0
Michigan,Bachelor's in Psychology,39,50123,863321.5485,,,0
Michigan,Bachelor's in Science and Engineering Related Fields,39,65596,1141835.549,,,0
Michigan,Bachelor's in Social Sciences,39,61711,1071905.549,,,0
Michigan,Bachelor's in Visual and Performing Arts,39,44026,753575.5485,,,0
Minnesota,HS did not graduate,16,33274,33274,,26.89855719,1
Minnesota,HS graduate,18,39997,39997,26.89855719,,1
Minnesota,Associate Degree,20,49014,34489.8232,28.37866435,29.4822199,1
Minnesota,All Majors Combined,22,65715,21390.8836,28.52036363,28.94432368,0
Minnesota,Bachelor's in Biological Agricultural and Environmental Sciences,22,65498,21173.8836,28.57100659,29.01192567,0
Minnesota,Bachelor's in Business,22,74693,30368.8836,26.89024642,26.88863605,0
Minnesota,Bachelor's in Communications,22,61440,17115.8836,29.66179494,30.52814981,0
Minnesota,Bachelor's in Computers Mathematics and Statistics,22,79535,35210.8836,26.27373201,26.16748739,0
Minnesota,Bachelor's in Education,22,51250,6925.8836,34.57188008,39.15623535,0
Minnesota,Bachelor's in Engineering,22,90099,45774.8836,25.29332365,25.07792336,0
Minnesota,Bachelor's in Liberal Arts and History,22,53142,8817.8836,33.27945019,36.54295294,0
Minnesota,Bachelor's in Literature and Languages,22,54930,10605.8836,32.26561306,34.68192034,0
Minnesota,Bachelor's in Multidisciplinary Studies,22,55623,11298.8836,31.91628782,34.07513864,0
Minnesota,Bachelor's in Other,22,59109,14784.8836,30.44331784,31.69025306,0
Minnesota,Bachelor's in Physical and Related Sciences,22,69498,25173.8836,27.73498555,27.92559969,0
Minnesota,Bachelor's in Psychology,22,58206,13881.8836,30.78534078,32.22039192,0
Minnesota,Bachelor's in Science and Engineering Related Fields,22,69402,25077.8836,27.75288188,27.94821005,0
Minnesota,Bachelor's in Social Sciences,22,67990,23665.8836,28.02754109,28.29868597,0
Minnesota,Bachelor's in Visual and Performing Arts,22,50376,6051.8836,35.26547283,40.68514466,0
Minnesota,HS did not graduate,39,33274,798576,,,1
Minnesota,HS graduate,39,39997,879934,,,1
Minnesota,Associate Degree,39,49014,965755.8232,,,1
Minnesota,All Majors Combined,39,65715,1138545.884,,,0
Minnesota,Bachelor's in Biological Agricultural and Environmental Sciences,39,65498,1134639.884,,,0
Minnesota,Bachelor's in Business,39,74693,1300149.884,,,0
Minnesota,Bachelor's in Communications,39,61440,1061595.884,,,0
Minnesota,Bachelor's in Computers Mathematics and Statistics,39,79535,1387305.884,,,0
Minnesota,Bachelor's in Education,39,51250,878175.8836,,,0
Minnesota,Bachelor's in Engineering,39,90099,1577457.884,,,0
Minnesota,Bachelor's in Liberal Arts and History,39,53142,912231.8836,,,0
Minnesota,Bachelor's in Literature and Languages,39,54930,944415.8836,,,0
Minnesota,Bachelor's in Multidisciplinary Studies,39,55623,956889.8836,,,0
Minnesota,Bachelor's in Other,39,59109,1019637.884,,,0
Minnesota,Bachelor's in Physical and Related Sciences,39,69498,1206639.884,,,0
Minnesota,Bachelor's in Psychology,39,58206,1003383.884,,,0
Minnesota,Bachelor's in Science and Engineering Related Fields,39,69402,1204911.884,,,0
Minnesota,Bachelor's in Social Sciences,39,67990,1179495.884,,,0
Minnesota,Bachelor's in Visual and Performing Arts,39,50376,862443.8836,,,0
Mississippi,HS did not graduate,16,26775,26775,,25.90422348,1
Mississippi,HS graduate,18,32789,32789,25.90422348,,1
Mississippi,Associate Degree,20,37485,26723.26714,30.00483033,35.25633153,1
Mississippi,All Majors Combined,22,49578,16647.82807,29.48924141,30.77343332,0
Mississippi,Bachelor's in Biological Agricultural and Environmental Sciences,22,50823,17892.82807,29.04974102,30.09871198,0
Mississippi,Bachelor's in Business,22,54331,21400.82807,28.02497358,28.61703518,0
Mississippi,Bachelor's in Communications,22,44106,11175.82807,32.16959044,35.49908738,0
Mississippi,Bachelor's in Computers Mathematics and Statistics,22,55202,22271.82807,27.8097292,28.32102672,0
Mississippi,Bachelor's in Education,22,41658,8727.828068,34.00679782,39.50109053,0
Mississippi,Bachelor's in Engineering,22,69648,36717.82807,25.51520005,25.45172609,0
Mississippi,Bachelor's in Liberal Arts and History,22,42894,9963.828068,33.00944053,37.23811697,0
Mississippi,Bachelor's in Literature and Languages,22,38605,5674.828068,37.3634972,49.21289063,0
Mississippi,Bachelor's in Multidisciplinary Studies,22,52336,19405.82807,28.57326286,29.39444272,0
Mississippi,Bachelor's in Other,22,46185,13254.82807,30.97321854,33.2488931,0
Mississippi,Bachelor's in Physical and Related Sciences,22,31079,-1851.171932,65.97680575,-74.95682569,0
Mississippi,Bachelor's in Psychology,22,47792,14861.82807,30.21064719,31.93689075,0
Mississippi,Bachelor's in Science and Engineering Related Fields,22,58068,25137.82807,27.18605349,27.49100724,0
Mississippi,Bachelor's in Social Sciences,22,60263,27332.82807,26.78058325,26.97241654,0
Mississippi,Bachelor's in Visual and Performing Arts,22,38602,5671.828068,37.36764792,49.22745087,0
Mississippi,HS did not graduate,39,26775,642600,,,1
Mississippi,HS graduate,39,32789,721358,,,1
Mississippi,Associate Degree,39,37485,738938.2671,,,1
Mississippi,All Majors Combined,39,49578,859473.8281,,,0
Mississippi,Bachelor's in Biological Agricultural and Environmental Sciences,39,50823,881883.8281,,,0
Mississippi,Bachelor's in Business,39,54331,945027.8281,,,0
Mississippi,Bachelor's in Communications,39,44106,760977.8281,,,0
Mississippi,Bachelor's in Computers Mathematics and Statistics,39,55202,960705.8281,,,0
Mississippi,Bachelor's in Education,39,41658,716913.8281,,,0
Mississippi,Bachelor's in Engineering,39,69648,1220733.828,,,0
Mississippi,Bachelor's in Liberal Arts and History,39,42894,739161.8281,,,0
Mississippi,Bachelor's in Literature and Languages,39,38605,661959.8281,,,0
Mississippi,Bachelor's in Multidisciplinary Studies,39,52336,909117.8281,,,0
Mississippi,Bachelor's in Other,39,46185,798399.8281,,,0
Mississippi,Bachelor's in Physical and Related Sciences,39,31079,526491.8281,,,0
Mississippi,Bachelor's in Psychology,39,47792,827325.8281,,,0
Mississippi,Bachelor's in Science and Engineering Related Fields,39,58068,1012293.828,,,0
Mississippi,Bachelor's in Social Sciences,39,60263,1051803.828,,,0
Mississippi,Bachelor's in Visual and Performing Arts,39,38602,661905.8281,,,0
Missouri,HS did not graduate,16,28414,28414,,24.89497083,1
Missouri,HS graduate,18,35612,35612,24.89497083,,1
Missouri,Associate Degree,20,41874,27835.04068,28.48699549,32.6159309,1
Missouri,All Majors Combined,22,57306,21883.20565,28.12677538,29.19907783,0
Missouri,Bachelor's in Biological Agricultural and Environmental Sciences,22,54892,19469.20565,28.77652369,30.22566361,0
Missouri,Bachelor's in Business,22,64798,29375.20565,26.65926765,27.09438753,0
Missouri,Bachelor's in Communications,22,58575,23152.20565,27.826922,28.74597371,0
Missouri,Bachelor's in Computers Mathematics and Statistics,22,68872,33449.20565,26.08939627,26.34788919,0
Missouri,Bachelor's in Education,22,45143,9720.205655,33.30837434,39.66234334,0
Missouri,Bachelor's in Engineering,22,87539,52116.20565,24.48256735,24.42540093,0
Missouri,Bachelor's in Liberal Arts and History,22,46558,11135.20565,32.34847852,37.24984418,0
Missouri,Bachelor's in Literature and Languages,22,48491,13068.20565,31.25585468,34.81091656,0
Missouri,Bachelor's in Multidisciplinary Studies,22,53505,18082.20565,29.20640048,30.94080335,0
Missouri,Bachelor's in Other,22,50438,15015.20565,30.34920062,32.99722072,0
Missouri,Bachelor's in Physical and Related Sciences,22,61788,26365.20565,27.16967682,27.79518621,0
Missouri,Bachelor's in Psychology,22,45963,10540.20565,32.73324944,38.18392371,0
Missouri,Bachelor's in Science and Engineering Related Fields,22,64102,28679.20565,26.76963669,27.24327112,0
Missouri,Bachelor's in Social Sciences,22,66332,30909.20565,26.43031791,26.79006492,0
Missouri,Bachelor's in Visual and Performing Arts,22,43093,7670.205655,35.02730393,44.77633931,0
Missouri,HS did not graduate,39,28414,681936,,,1
Missouri,HS graduate,39,35612,783464,,,1
Missouri,Associate Degree,39,41874,823441.0407,,,1
Missouri,All Majors Combined,39,57306,996085.2057,,,0
Missouri,Bachelor's in Biological Agricultural and Environmental Sciences,39,54892,952633.2057,,,0
Missouri,Bachelor's in Business,39,64798,1130941.206,,,0
Missouri,Bachelor's in Communications,39,58575,1018927.206,,,0
Missouri,Bachelor's in Computers Mathematics and Statistics,39,68872,1204273.206,,,0
Missouri,Bachelor's in Education,39,45143,777151.2057,,,0
Missouri,Bachelor's in Engineering,39,87539,1540279.206,,,0
Missouri,Bachelor's in Liberal Arts and History,39,46558,802621.2057,,,0
Missouri,Bachelor's in Literature and Languages,39,48491,837415.2057,,,0
Missouri,Bachelor's in Multidisciplinary Studies,39,53505,927667.2057,,,0
Missouri,Bachelor's in Other,39,50438,872461.2057,,,0
Missouri,Bachelor's in Physical and Related Sciences,39,61788,1076761.206,,,0
Missouri,Bachelor's in Psychology,39,45963,791911.2057,,,0
Missouri,Bachelor's in Science and Engineering Related Fields,39,64102,1118413.206,,,0
Missouri,Bachelor's in Social Sciences,39,66332,1158553.206,,,0
Missouri,Bachelor's in Visual and Performing Arts,39,43093,740251.2057,,,0
Montana,HS did not graduate,16,30133,30133,,27.87637611,1
Montana,HS graduate,18,35674,35674,27.87637611,,1
Montana,Associate Degree,20,39948,25820.11115,32.71980528,38.9990381,1
Montana,All Majors Combined,22,52168,19921.25158,30.66847054,31.6064477,0
Montana,Bachelor's in Biological Agricultural and Environmental Sciences,22,53263,21016.25158,30.21075436,30.94614523,0
Montana,Bachelor's in Business,22,59493,27246.25158,28.25629252,28.34467225,0
Montana,Bachelor's in Communications,22,45071,12824.25158,35.26193255,39.61687224,0
Montana,Bachelor's in Computers Mathematics and Statistics,22,71258,39011.25158,26.18041941,25.91633173,0
Montana,Bachelor's in Education,22,44133,11886.25158,36.21748203,41.68125646,0
Montana,Bachelor's in Engineering,22,83894,51647.25158,24.96281223,24.6280122,0
Montana,Bachelor's in Liberal Arts and History,22,46206,13959.25158,34.25482165,37.61059138,0
Montana,Bachelor's in Literature and Languages,22,44672,12425.25158,35.65332887,40.44240369,0
Montana,Bachelor's in Multidisciplinary Studies,22,41890,9643.251585,39.12067266,49.1439428,0
Montana,Bachelor's in Other,22,44420,12173.25158,35.91179033,41.00260101,0
Montana,Bachelor's in Physical and Related Sciences,22,51551,19304.25158,30.94699544,32.01862747,0
Montana,Bachelor's in Psychology,22,53521,21274.25158,30.10914779,30.80236165,0
Montana,Bachelor's in Science and Engineering Related Fields,22,60765,28518.25158,27.95497351,27.97233065,0
Montana,Bachelor's in Social Sciences,22,46685,14438.25158,33.87123903,36.88799822,0
Montana,Bachelor's in Visual and Performing Arts,22,37243,4996.251585,50.96409964,132.499521,0
Montana,HS did not graduate,39,30133,723192,,,1
Montana,HS graduate,39,35674,784828,,,1
Montana,Associate Degree,39,39948,784832.1112,,,1
Montana,All Majors Combined,39,52168,906777.2516,,,0
Montana,Bachelor's in Biological Agricultural and Environmental Sciences,39,53263,926487.2516,,,0
Montana,Bachelor's in Business,39,59493,1038627.252,,,0
Montana,Bachelor's in Communications,39,45071,779031.2516,,,0
Montana,Bachelor's in Computers Mathematics and Statistics,39,71258,1250397.252,,,0
Montana,Bachelor's in Education,39,44133,762147.2516,,,0
Montana,Bachelor's in Engineering,39,83894,1477845.252,,,0
Montana,Bachelor's in Liberal Arts and History,39,46206,799461.2516,,,0
Montana,Bachelor's in Literature and Languages,39,44672,771849.2516,,,0
Montana,Bachelor's in Multidisciplinary Studies,39,41890,721773.2516,,,0
Montana,Bachelor's in Other,39,44420,767313.2516,,,0
Montana,Bachelor's in Physical and Related Sciences,39,51551,895671.2516,,,0
Montana,Bachelor's in Psychology,39,53521,931131.2516,,,0
Montana,Bachelor's in Science and Engineering Related Fields,39,60765,1061523.252,,,0
Montana,Bachelor's in Social Sciences,39,46685,808083.2516,,,0
Montana,Bachelor's in Visual and Performing Arts,39,37243,638127.2516,,,0
Nebraska,HS did not graduate,16,33308,33308,,29.22311927,1
Nebraska,HS graduate,18,38758,38758,29.22311927,,1
Nebraska,Associate Degree,20,44111,28443.97287,32.78311831,36.40762696,1
Nebraska,All Majors Combined,22,58584,22306.42984,30.34188836,30.64942854,0
Nebraska,Bachelor's in Biological Agricultural and Environmental Sciences,22,59573,23295.42984,29.9901226,30.1909474,0
Nebraska,Bachelor's in Business,22,65130,28852.42984,28.42019892,28.25426855,0
Nebraska,Bachelor's in Communications,22,50273,13995.42984,34.91839494,37.61394443,0
Nebraska,Bachelor's in Computers Mathematics and Statistics,22,69792,33514.42984,27.47203076,27.16451538,0
Nebraska,Bachelor's in Education,22,50743,14465.42984,34.54319301,36.9624172,0
Nebraska,Bachelor's in Engineering,22,76820,40542.42984,26.42667701,26.02626163,0
Nebraska,Bachelor's in Liberal Arts and History,22,56866,20588.42984,31.02315859,31.56491993,0
Nebraska,Bachelor's in Literature and Languages,22,53995,17717.42984,32.41420071,33.55559297,0
Nebraska,Bachelor's in Multidisciplinary Studies,22,46227,9949.429842,39.27738758,46.61381312,0
Nebraska,Bachelor's in Other,22,55725,19447.42984,31.53332605,32.27539165,0
Nebraska,Bachelor's in Physical and Related Sciences,22,78485,42207.42984,26.22667663,25.81560576,0
Nebraska,Bachelor's in Psychology,22,55234,18956.42984,31.76920415,32.61140873,0
Nebraska,Bachelor's in Science and Engineering Related Fields,22,61722,25444.42984,29.31018407,29.33084698,0
Nebraska,Bachelor's in Social Sciences,22,50978,14700.42984,34.36307698,36.65544764,0
Nebraska,Bachelor's in Visual and Performing Arts,22,42284,6006.429842,47.30632466,75.25682648,0
Nebraska,HS did not graduate,39,33308,799392,,,1
Nebraska,HS graduate,39,38758,852676,,,1
Nebraska,Associate Degree,39,44111,866552.9729,,,1
Nebraska,All Majors Combined,39,58584,1018234.43,,,0
Nebraska,Bachelor's in Biological Agricultural and Environmental Sciences,39,59573,1036036.43,,,0
Nebraska,Bachelor's in Business,39,65130,1136062.43,,,0
Nebraska,Bachelor's in Communications,39,50273,868636.4298,,,0
Nebraska,Bachelor's in Computers Mathematics and Statistics,39,69792,1219978.43,,,0
Nebraska,Bachelor's in Education,39,50743,877096.4298,,,0
Nebraska,Bachelor's in Engineering,39,76820,1346482.43,,,0
Nebraska,Bachelor's in Liberal Arts and History,39,56866,987310.4298,,,0
Nebraska,Bachelor's in Literature and Languages,39,53995,935632.4298,,,0
Nebraska,Bachelor's in Multidisciplinary Studies,39,46227,795808.4298,,,0
Nebraska,Bachelor's in Other,39,55725,966772.4298,,,0
Nebraska,Bachelor's in Physical and Related Sciences,39,78485,1376452.43,,,0
Nebraska,Bachelor's in Psychology,39,55234,957934.4298,,,0
Nebraska,Bachelor's in Science and Engineering Related Fields,39,61722,1074718.43,,,0
Nebraska,Bachelor's in Social Sciences,39,50978,881326.4298,,,0
Nebraska,Bachelor's in Visual and Performing Arts,39,42284,724834.4298,,,0
Nevada,HS did not graduate,16,34591,34591,,40.13779264,1
Nevada,HS graduate,18,37581,37581,40.13779264,,1
Nevada,Associate Degree,20,43743,24522.77912,36.2185556,34.31681611,1
Nevada,All Majors Combined,22,59359,24063.41299,30.80465064,29.52326141,0
Nevada,Bachelor's in Biological Agricultural and Environmental Sciences,22,60812,25516.41299,30.26133965,28.99016775,0
Nevada,Bachelor's in Business,22,63632,28336.41299,29.36202565,28.12523846,0
Nevada,Bachelor's in Communications,22,69668,34372.41299,27.92310024,26.78488444,0
Nevada,Bachelor's in Computers Mathematics and Statistics,22,73875,38579.41299,27.18169196,26.11433259,0
Nevada,Bachelor's in Education,22,51141,15845.41299,35.67320767,34.6887601,0
Nevada,Bachelor's in Engineering,22,81026,45730.41299,26.22971007,25.27251898,0
Nevada,Bachelor's in Liberal Arts and History,22,37952,2656.412992,93.25277804,521.3223369,0
Nevada,Bachelor's in Literature and Languages,22,46662,11366.41299,41.11776879,41.44043464,0
Nevada,Bachelor's in Multidisciplinary Studies,22,53750,18454.41299,33.67506587,32.47996704,0
Nevada,Bachelor's in Other,22,54141,18845.41299,33.42156455,32.20891226,0
Nevada,Bachelor's in Physical and Related Sciences,22,72622,37326.41299,27.38535897,26.29721147,0
