State,Education,Major
Iowa,Bachelors_degree,Multidisciplinary_Studies
Iowa,Bachelors_degree,Other
Iowa,Bachelors_degree,Physical_and_Related_Sciences
Iowa,Bachelors_degree,Psychology
Iowa,Bachelors_degree,Science_and_Engineering_Related_Fields
Iowa,Bachelors_degree,Social_Sciences
Iowa,Bachelors_degree,Visual_and_Performing_Arts
Iowa,Less_than_high_school_graduate,
Iowa,High_school_graduate_includes_equivalency,
Iowa,Some_college_or_associates_degree,
Iowa,Bachelors_degree,Combined_25_to_39_years
Iowa,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Iowa,Bachelors_degree,Business
Iowa,Bachelors_degree,Communications
Iowa,Bachelors_degree,Computers_Mathematics_and_Statistics
Iowa,Bachelors_degree,Education
Iowa,Bachelors_degree,Engineering
Iowa,Bachelors_degree,Liberal_Arts_and_History
Iowa,Bachelors_degree,Literature_and_Languages
Iowa,Bachelors_degree,Multidisciplinary_Studies
Iowa,Bachelors_degree,Other
Iowa,Bachelors_degree,Physical_and_Related_Sciences
Iowa,Bachelors_degree,Psychology
Iowa,Bachelors_degree,Science_and_Engineering_Related_Fields
Iowa,Bachelors_degree,Social_Sciences
Iowa,Bachelors_degree,Visual_and_Performing_Arts
Kansas,Less_than_high_school_graduate,
Kansas,High_school_graduate_includes_equivalency,
Kansas,Some_college_or_associates_degree,
Kansas,Bachelors_degree,Combined_25_to_39_years
Kansas,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Kansas,Bachelors_degree,Business
Kansas,Bachelors_degree,Communications
Kansas,Bachelors_degree,Computers_Mathematics_and_Statistics
Kansas,Bachelors_degree,Education
Kansas,Bachelors_degree,Engineering
Kansas,Bachelors_degree,Liberal_Arts_and_History
Kansas,Bachelors_degree,Literature_and_Languages
Kansas,Bachelors_degree,Multidisciplinary_Studies
Kansas,Bachelors_degree,Other
Kansas,Bachelors_degree,Physical_and_Related_Sciences
Kansas,Bachelors_degree,Psychology
Kansas,Bachelors_degree,Science_and_Engineering_Related_Fields
Kansas,Bachelors_degree,Social_Sciences
Kansas,Bachelors_degree,Visual_and_Performing_Arts
Kansas,Less_than_high_school_graduate,
Kansas,High_school_graduate_includes_equivalency,
Kansas,Some_college_or_associates_degree,
Kansas,Bachelors_degree,Combined_25_to_39_years
Kansas,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Kansas,Bachelors_degree,Business
Kansas,Bachelors_degree,Communications
Kansas,Bachelors_degree,Computers_Mathematics_and_Statistics
Kansas,Bachelors_degree,Education
Kansas,Bachelors_degree,Engineering
Kansas,Bachelors_degree,Liberal_Arts_and_History
Kansas,Bachelors_degree,Literature_and_Languages
Kansas,Bachelors_degree,Multidisciplinary_Studies
Kansas,Bachelors_degree,Other
Kansas,Bachelors_degree,Physical_and_Related_Sciences
Kansas,Bachelors_degree,Psychology
Kansas,Bachelors_degree,Science_and_Engineering_Related_Fields
Kansas,Bachelors_degree,Social_Sciences
Kansas,Bachelors_degree,Visual_and_Performing_Arts
Kentucky,Less_than_high_school_graduate,
Kentucky,High_school_graduate_includes_equivalency,
Kentucky,Some_college_or_associates_degree,
Kentucky,Bachelors_degree,Combined_25_to_39_years
Kentucky,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Kentucky,Bachelors_degree,Business
Kentucky,Bachelors_degree,Communications
Kentucky,Bachelors_degree,Computers_Mathematics_and_Statistics
Kentucky,Bachelors_degree,Education
Kentucky,Bachelors_degree,Engineering
Kentucky,Bachelors_degree,Liberal_Arts_and_History
Kentucky,Bachelors_degree,Literature_and_Languages
Kentucky,Bachelors_degree,Multidisciplinary_Studies
Kentucky,Bachelors_degree,Other
Kentucky,Bachelors_degree,Physical_and_Related_Sciences
Kentucky,Bachelors_degree,Psychology
Kentucky,Bachelors_degree,Science_and_Engineering_Related_Fields
Kentucky,Bachelors_degree,Social_Sciences
Kentucky,Bachelors_degree,Visual_and_Performing_Arts
Kentucky,Less_than_high_school_graduate,
Kentucky,High_school_graduate_includes_equivalency,
Kentucky,Some_college_or_associates_degree,
Kentucky,Bachelors_degree,Combined_25_to_39_years
Kentucky,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Kentucky,Bachelors_degree,Business
Kentucky,Bachelors_degree,Communications
Kentucky,Bachelors_degree,Computers_Mathematics_and_Statistics
Kentucky,Bachelors_degree,Education
Kentucky,Bachelors_degree,Engineering
Kentucky,Bachelors_degree,Liberal_Arts_and_History
Kentucky,Bachelors_degree,Literature_and_Languages
Kentucky,Bachelors_degree,Multidisciplinary_Studies
Kentucky,Bachelors_degree,Other
Kentucky,Bachelors_degree,Physical_and_Related_Sciences
Kentucky,Bachelors_degree,Psychology
Kentucky,Bachelors_degree,Science_and_Engineering_Related_Fields
Kentucky,Bachelors_degree,Social_Sciences
Kentucky,Bachelors_degree,Visual_and_Performing_Arts
Louisiana,Less_than_high_school_graduate,
Louisiana,High_school_graduate_includes_equivalency,
Louisiana,Some_college_or_associates_degree,
Louisiana,Bachelors_degree,Combined_25_to_39_years
Louisiana,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Louisiana,Bachelors_degree,Business
Louisiana,Bachelors_degree,Communications
Louisiana,Bachelors_degree,Computers_Mathematics_and_Statistics
Louisiana,Bachelors_degree,Education
Louisiana,Bachelors_degree,Engineering
Louisiana,Bachelors_degree,Liberal_Arts_and_History
Louisiana,Bachelors_degree,Literature_and_Languages
Louisiana,Bachelors_degree,Multidisciplinary_Studies
Louisiana,Bachelors_degree,Other
Louisiana,Bachelors_degree,Physical_and_Related_Sciences
Louisiana,Bachelors_degree,Psychology
Louisiana,Bachelors_degree,Science_and_Engineering_Related_Fields
Louisiana,Bachelors_degree,Social_Sciences
Louisiana,Bachelors_degree,Visual_and_Performing_Arts
Louisiana,Less_than_high_school_graduate,
Louisiana,High_school_graduate_includes_equivalency,
Louisiana,Some_college_or_associates_degree,
Louisiana,Bachelors_degree,Combined_25_to_39_years
Louisiana,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Louisiana,Bachelors_degree,Business
Louisiana,Bachelors_degree,Communications
Louisiana,Bachelors_degree,Computers_Mathematics_and_Statistics
Louisiana,Bachelors_degree,Education
Louisiana,Bachelors_degree,Engineering
Louisiana,Bachelors_degree,Liberal_Arts_and_History
Louisiana,Bachelors_degree,Literature_and_Languages
Louisiana,Bachelors_degree,Multidisciplinary_Studies
Louisiana,Bachelors_degree,Other
Louisiana,Bachelors_degree,Physical_and_Related_Sciences
Louisiana,Bachelors_degree,Psychology
Louisiana,Bachelors_degree,Science_and_Engineering_Related_Fields
Louisiana,Bachelors_degree,Social_Sciences
Louisiana,Bachelors_degree,Visual_and_Performing_Arts
Maine,Less_than_high_school_graduate,
Maine,High_school_graduate_includes_equivalency,
Maine,Some_college_or_associates_degree,
Maine,Bachelors_degree,Combined_25_to_39_years
Maine,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Maine,Bachelors_degree,Business
Maine,Bachelors_degree,Communications
Maine,Bachelors_degree,Computers_Mathematics_and_Statistics
Maine,Bachelors_degree,Education
Maine,Bachelors_degree,Engineering
Maine,Bachelors_degree,Liberal_Arts_and_History
Maine,Bachelors_degree,Literature_and_Languages
Maine,Bachelors_degree,Multidisciplinary_Studies
Maine,Bachelors_degree,Other
Maine,Bachelors_degree,Physical_and_Related_Sciences
Maine,Bachelors_degree,Psychology
Maine,Bachelors_degree,Science_and_Engineering_Related_Fields
Maine,Bachelors_degree,Social_Sciences
Maine,Bachelors_degree,Visual_and_Performing_Arts
Maine,Less_than_high_school_graduate,
Maine,High_school_graduate_includes_equivalency,
Maine,Some_college_or_associates_degree,
Maine,Bachelors_degree,Combined_25_to_39_years
Maine,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Maine,Bachelors_degree,Business
Maine,Bachelors_degree,Communications
Maine,Bachelors_degree,Computers_Mathematics_and_Statistics
Maine,Bachelors_degree,Education
Maine,Bachelors_degree,Engineering
Maine,Bachelors_degree,Liberal_Arts_and_History
Maine,Bachelors_degree,Literature_and_Languages
Maine,Bachelors_degree,Multidisciplinary_Studies
Maine,Bachelors_degree,Other
Maine,Bachelors_degree,Physical_and_Related_Sciences
Maine,Bachelors_degree,Psychology
Maine,Bachelors_degree,Science_and_Engineering_Related_Fields
Maine,Bachelors_degree,Social_Sciences
Maine,Bachelors_degree,Visual_and_Performing_Arts
Maryland,Less_than_high_school_graduate,
Maryland,High_school_graduate_includes_equivalency,
Maryland,Some_college_or_associates_degree,
Maryland,Bachelors_degree,Combined_25_to_39_years
Maryland,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Maryland,Bachelors_degree,Business
Maryland,Bachelors_degree,Communications
Maryland,Bachelors_degree,Computers_Mathematics_and_Statistics
Maryland,Bachelors_degree,Education
Maryland,Bachelors_degree,Engineering
Maryland,Bachelors_degree,Liberal_Arts_and_History
Maryland,Bachelors_degree,Literature_and_Languages
Maryland,Bachelors_degree,Multidisciplinary_Studies
Maryland,Bachelors_degree,Other
Maryland,Bachelors_degree,Physical_and_Related_Sciences
Maryland,Bachelors_degree,Psychology
Maryland,Bachelors_degree,Science_and_Engineering_Related_Fields
Maryland,Bachelors_degree,Social_Sciences
Maryland,Bachelors_degree,Visual_and_Performing_Arts
Maryland,Less_than_high_school_graduate,
Maryland,High_school_graduate_includes_equivalency,
Maryland,Some_college_or_associates_degree,
Maryland,Bachelors_degree,Combined_25_to_39_years
Maryland,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Maryland,Bachelors_degree,Business
Maryland,Bachelors_degree,Communications
Maryland,Bachelors_degree,Computers_Mathematics_and_Statistics
Maryland,Bachelors_degree,Education
Maryland,Bachelors_degree,Engineering
Maryland,Bachelors_degree,Liberal_Arts_and_History
Maryland,Bachelors_degree,Literature_and_Languages
Maryland,Bachelors_degree,Multidisciplinary_Studies
Maryland,Bachelors_degree,Other
Maryland,Bachelors_degree,Physical_and_Related_Sciences
Maryland,Bachelors_degree,Psychology
Maryland,Bachelors_degree,Science_and_Engineering_Related_Fields
Maryland,Bachelors_degree,Social_Sciences
Maryland,Bachelors_degree,Visual_and_Performing_Arts
Massachusetts,Less_than_high_school_graduate,
Massachusetts,High_school_graduate_includes_equivalency,
Massachusetts,Some_college_or_associates_degree,
Massachusetts,Bachelors_degree,Combined_25_to_39_years
Massachusetts,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Massachusetts,Bachelors_degree,Business
Massachusetts,Bachelors_degree,Communications
Massachusetts,Bachelors_degree,Computers_Mathematics_and_Statistics
Massachusetts,Bachelors_degree,Education
Massachusetts,Bachelors_degree,Engineering
Massachusetts,Bachelors_degree,Liberal_Arts_and_History
Massachusetts,Bachelors_degree,Literature_and_Languages
Massachusetts,Bachelors_degree,Multidisciplinary_Studies
Massachusetts,Bachelors_degree,Other
Massachusetts,Bachelors_degree,Physical_and_Related_Sciences
Massachusetts,Bachelors_degree,Psychology
Massachusetts,Bachelors_degree,Science_and_Engineering_Related_Fields
Massachusetts,Bachelors_degree,Social_Sciences
Massachusetts,Bachelors_degree,Visual_and_Performing_Arts
Massachusetts,Less_than_high_school_graduate,
Massachusetts,High_school_graduate_includes_equivalency,
Massachusetts,Some_college_or_associates_degree,
Massachusetts,Bachelors_degree,Combined_25_to_39_years
Massachusetts,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Massachusetts,Bachelors_degree,Business
Massachusetts,Bachelors_degree,Communications
Massachusetts,Bachelors_degree,Computers_Mathematics_and_Statistics
Massachusetts,Bachelors_degree,Education
Massachusetts,Bachelors_degree,Engineering
Massachusetts,Bachelors_degree,Liberal_Arts_and_History
Massachusetts,Bachelors_degree,Literature_and_Languages
Massachusetts,Bachelors_degree,Multidisciplinary_Studies
Massachusetts,Bachelors_degree,Other
Massachusetts,Bachelors_degree,Physical_and_Related_Sciences
Massachusetts,Bachelors_degree,Psychology
Massachusetts,Bachelors_degree,Science_and_Engineering_Related_Fields
Massachusetts,Bachelors_degree,Social_Sciences
Massachusetts,Bachelors_degree,Visual_and_Performing_Arts
Michigan,Less_than_high_school_graduate,
Michigan,High_school_graduate_includes_equivalency,
Michigan,Some_college_or_associates_degree,
Michigan,Bachelors_degree,Combined_25_to_39_years
Michigan,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Michigan,Bachelors_degree,Business
Michigan,Bachelors_degree,Communications
Michigan,Bachelors_degree,Computers_Mathematics_and_Statistics
Michigan,Bachelors_degree,Education
Michigan,Bachelors_degree,Engineering
Michigan,Bachelors_degree,Liberal_Arts_and_History
Michigan,Bachelors_degree,Literature_and_Languages
Michigan,Bachelors_degree,Multidisciplinary_Studies
Michigan,Bachelors_degree,Other
Michigan,Bachelors_degree,Physical_and_Related_Sciences
Michigan,Bachelors_degree,Psychology
Michigan,Bachelors_degree,Science_and_Engineering_Related_Fields
Michigan,Bachelors_degree,Social_Sciences
Michigan,Bachelors_degree,Visual_and_Performing_Arts
Michigan,Less_than_high_school_graduate,
Michigan,High_school_graduate_includes_equivalency,
Michigan,Some_college_or_associates_degree,
Michigan,Bachelors_degree,Combined_25_to_39_years
Michigan,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Michigan,Bachelors_degree,Business
Michigan,Bachelors_degree,Communications
Michigan,Bachelors_degree,Computers_Mathematics_and_Statistics
Michigan,Bachelors_degree,Education
Michigan,Bachelors_degree,Engineering
Michigan,Bachelors_degree,Liberal_Arts_and_History
Michigan,Bachelors_degree,Literature_and_Languages
Michigan,Bachelors_degree,Multidisciplinary_Studies
Michigan,Bachelors_degree,Other
Michigan,Bachelors_degree,Physical_and_Related_Sciences
Michigan,Bachelors_degree,Psychology
Michigan,Bachelors_degree,Science_and_Engineering_Related_Fields
Michigan,Bachelors_degree,Social_Sciences
Michigan,Bachelors_degree,Visual_and_Performing_Arts
Minnesota,Less_than_high_school_graduate,
Minnesota,High_school_graduate_includes_equivalency,
Minnesota,Some_college_or_associates_degree,
Minnesota,Bachelors_degree,Combined_25_to_39_years
Minnesota,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Minnesota,Bachelors_degree,Business
Minnesota,Bachelors_degree,Communications
Minnesota,Bachelors_degree,Computers_Mathematics_and_Statistics
Minnesota,Bachelors_degree,Education
Minnesota,Bachelors_degree,Engineering
Minnesota,Bachelors_degree,Liberal_Arts_and_History
Minnesota,Bachelors_degree,Literature_and_Languages
Minnesota,Bachelors_degree,Multidisciplinary_Studies
Minnesota,Bachelors_degree,Other
Minnesota,Bachelors_degree,Physical_and_Related_Sciences
Minnesota,Bachelors_degree,Psychology
Minnesota,Bachelors_degree,Science_and_Engineering_Related_Fields
Minnesota,Bachelors_degree,Social_Sciences
Minnesota,Bachelors_degree,Visual_and_Performing_Arts
Minnesota,Less_than_high_school_graduate,
Minnesota,High_school_graduate_includes_equivalency,
Minnesota,Some_college_or_associates_degree,
Minnesota,Bachelors_degree,Combined_25_to_39_years
Minnesota,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Minnesota,Bachelors_degree,Business
Minnesota,Bachelors_degree,Communications
Minnesota,Bachelors_degree,Computers_Mathematics_and_Statistics
Minnesota,Bachelors_degree,Education
Minnesota,Bachelors_degree,Engineering
Minnesota,Bachelors_degree,Liberal_Arts_and_History
Minnesota,Bachelors_degree,Literature_and_Languages
Minnesota,Bachelors_degree,Multidisciplinary_Studies
Minnesota,Bachelors_degree,Other
Minnesota,Bachelors_degree,Physical_and_Related_Sciences
Minnesota,Bachelors_degree,Psychology
Minnesota,Bachelors_degree,Science_and_Engineering_Related_Fields
Minnesota,Bachelors_degree,Social_Sciences
Minnesota,Bachelors_degree,Visual_and_Performing_Arts
Mississippi,Less_than_high_school_graduate,
Mississippi,High_school_graduate_includes_equivalency,
Mississippi,Some_college_or_associates_degree,
Mississippi,Bachelors_degree,Combined_25_to_39_years
Mississippi,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Mississippi,Bachelors_degree,Business
Mississippi,Bachelors_degree,Communications
Mississippi,Bachelors_degree,Computers_Mathematics_and_Statistics
Mississippi,Bachelors_degree,Education
Mississippi,Bachelors_degree,Engineering
Mississippi,Bachelors_degree,Liberal_Arts_and_History
Mississippi,Bachelors_degree,Literature_and_Languages
Mississippi,Bachelors_degree,Multidisciplinary_Studies
Mississippi,Bachelors_degree,Other
Mississippi,Bachelors_degree,Physical_and_Related_Sciences
Mississippi,Bachelors_degree,Psychology
Mississippi,Bachelors_degree,Science_and_Engineering_Related_Fields
Mississippi,Bachelors_degree,Social_Sciences
Mississippi,Bachelors_degree,Visual_and_Performing_Arts
Mississippi,Less_than_high_school_graduate,
Mississippi,High_school_graduate_includes_equivalency,
Mississippi,Some_college_or_associates_degree,
Mississippi,Bachelors_degree,Combined_25_to_39_years
Mississippi,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Mississippi,Bachelors_degree,Business
Mississippi,Bachelors_degree,Communications
Mississippi,Bachelors_degree,Computers_Mathematics_and_Statistics
Mississippi,Bachelors_degree,Education
Mississippi,Bachelors_degree,Engineering
Mississippi,Bachelors_degree,Liberal_Arts_and_History
Mississippi,Bachelors_degree,Literature_and_Languages
Mississippi,Bachelors_degree,Multidisciplinary_Studies
Mississippi,Bachelors_degree,Other
Mississippi,Bachelors_degree,Physical_and_Related_Sciences
Mississippi,Bachelors_degree,Psychology
Mississippi,Bachelors_degree,Science_and_Engineering_Related_Fields
Mississippi,Bachelors_degree,Social_Sciences
Mississippi,Bachelors_degree,Visual_and_Performing_Arts
Missouri,Less_than_high_school_graduate,
Missouri,High_school_graduate_includes_equivalency,
Missouri,Some_college_or_associates_degree,
Missouri,Bachelors_degree,Combined_25_to_39_years
Missouri,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Missouri,Bachelors_degree,Business
Missouri,Bachelors_degree,Communications
Missouri,Bachelors_degree,Computers_Mathematics_and_Statistics
Missouri,Bachelors_degree,Education
Missouri,Bachelors_degree,Engineering
Missouri,Bachelors_degree,Liberal_Arts_and_History
Missouri,Bachelors_degree,Literature_and_Languages
Missouri,Bachelors_degree,Multidisciplinary_Studies
Missouri,Bachelors_degree,Other
Missouri,Bachelors_degree,Physical_and_Related_Sciences
Missouri,Bachelors_degree,Psychology
Missouri,Bachelors_degree,Science_and_Engineering_Related_Fields
Missouri,Bachelors_degree,Social_Sciences
Missouri,Bachelors_degree,Visual_and_Performing_Arts
Missouri,Less_than_high_school_graduate,
Missouri,High_school_graduate_includes_equivalency,
Missouri,Some_college_or_associates_degree,
Missouri,Bachelors_degree,Combined_25_to_39_years
Missouri,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Missouri,Bachelors_degree,Business
Missouri,Bachelors_degree,Communications
Missouri,Bachelors_degree,Computers_Mathematics_and_Statistics
Missouri,Bachelors_degree,Education
Missouri,Bachelors_degree,Engineering
Missouri,Bachelors_degree,Liberal_Arts_and_History
Missouri,Bachelors_degree,Literature_and_Languages
Missouri,Bachelors_degree,Multidisciplinary_Studies
Missouri,Bachelors_degree,Other
Missouri,Bachelors_degree,Physical_and_Related_Sciences
Missouri,Bachelors_degree,Psychology
Missouri,Bachelors_degree,Science_and_Engineering_Related_Fields
Missouri,Bachelors_degree,Social_Sciences
Missouri,Bachelors_degree,Visual_and_Performing_Arts
Montana,Less_than_high_school_graduate,
Montana,High_school_graduate_includes_equivalency,
Montana,Some_college_or_associates_degree,
Montana,Bachelors_degree,Combined_25_to_39_years
Montana,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Montana,Bachelors_degree,Business
Montana,Bachelors_degree,Communications
Montana,Bachelors_degree,Computers_Mathematics_and_Statistics
Montana,Bachelors_degree,Education
Montana,Bachelors_degree,Engineering
Montana,Bachelors_degree,Liberal_Arts_and_History
Montana,Bachelors_degree,Literature_and_Languages
Montana,Bachelors_degree,Multidisciplinary_Studies
Montana,Bachelors_degree,Other
Montana,Bachelors_degree,Physical_and_Related_Sciences
Montana,Bachelors_degree,Psychology
Montana,Bachelors_degree,Science_and_Engineering_Related_Fields
Montana,Bachelors_degree,Social_Sciences
Montana,Bachelors_degree,Visual_and_Performing_Arts
Montana,Less_than_high_school_graduate,
Montana,High_school_graduate_includes_equivalency,
Montana,Some_college_or_associates_degree,
Montana,Bachelors_degree,Combined_25_to_39_years
Montana,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Montana,Bachelors_degree,Business
Montana,Bachelors_degree,Communications
Montana,Bachelors_degree,Computers_Mathematics_and_Statistics
Montana,Bachelors_degree,Education
Montana,Bachelors_degree,Engineering
Montana,Bachelors_degree,Liberal_Arts_and_History
Montana,Bachelors_degree,Literature_and_Languages
Montana,Bachelors_degree,Multidisciplinary_Studies
Montana,Bachelors_degree,Other
Montana,Bachelors_degree,Physical_and_Related_Sciences
Montana,Bachelors_degree,Psychology
Montana,Bachelors_degree,Science_and_Engineering_Related_Fields
Montana,Bachelors_degree,Social_Sciences
Montana,Bachelors_degree,Visual_and_Performing_Arts
Nebraska,Less_than_high_school_graduate,
Nebraska,High_school_graduate_includes_equivalency,
Nebraska,Some_college_or_associates_degree,
Nebraska,Bachelors_degree,Combined_25_to_39_years
Nebraska,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Nebraska,Bachelors_degree,Business
Nebraska,Bachelors_degree,Communications
Nebraska,Bachelors_degree,Computers_Mathematics_and_Statistics
Nebraska,Bachelors_degree,Education
Nebraska,Bachelors_degree,Engineering
Nebraska,Bachelors_degree,Liberal_Arts_and_History
Nebraska,Bachelors_degree,Literature_and_Languages
Nebraska,Bachelors_degree,Multidisciplinary_Studies
Nebraska,Bachelors_degree,Other
Nebraska,Bachelors_degree,Physical_and_Related_Sciences
Nebraska,Bachelors_degree,Psychology
Nebraska,Bachelors_degree,Science_and_Engineering_Related_Fields
Nebraska,Bachelors_degree,Social_Sciences
Nebraska,Bachelors_degree,Visual_and_Performing_Arts
Nebraska,Less_than_high_school_graduate,
Nebraska,High_school_graduate_includes_equivalency,
Nebraska,Some_college_or_associates_degree,
Nebraska,Bachelors_degree,Combined_25_to_39_years
Nebraska,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Nebraska,Bachelors_degree,Business
Nebraska,Bachelors_degree,Communications
Nebraska,Bachelors_degree,Computers_Mathematics_and_Statistics
Nebraska,Bachelors_degree,Education
Nebraska,Bachelors_degree,Engineering
Nebraska,Bachelors_degree,Liberal_Arts_and_History
Nebraska,Bachelors_degree,Literature_and_Languages
Nebraska,Bachelors_degree,Multidisciplinary_Studies
Nebraska,Bachelors_degree,Other
Nebraska,Bachelors_degree,Physical_and_Related_Sciences
Nebraska,Bachelors_degree,Psychology
Nebraska,Bachelors_degree,Science_and_Engineering_Related_Fields
Nebraska,Bachelors_degree,Social_Sciences
Nebraska,Bachelors_degree,Visual_and_Performing_Arts
Nevada,Less_than_high_school_graduate,
Nevada,High_school_graduate_includes_equivalency,
Nevada,Some_college_or_associates_degree,
Nevada,Bachelors_degree,Combined_25_to_39_years
Nevada,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Nevada,Bachelors_degree,Business
Nevada,Bachelors_degree,Communications
Nevada,Bachelors_degree,Computers_Mathematics_and_Statistics
Nevada,Bachelors_degree,Education
Nevada,Bachelors_degree,Engineering
Nevada,Bachelors_degree,Liberal_Arts_and_History
Nevada,Bachelors_degree,Literature_and_Languages
Nevada,Bachelors_degree,Multidisciplinary_Studies
Nevada,Bachelors_degree,Other
Nevada,Bachelors_degree,Physical_and_Related_Sciences
Nevada,Bachelors_degree,Psychology
Nevada,Bachelors_degree,Science_and_Engineering_Related_Fields
Nevada,Bachelors_degree,Social_Sciences
Nevada,Bachelors_degree,Visual_and_Performing_Arts
Nevada,Less_than_high_school_graduate,
Nevada,High_school_graduate_includes_equivalency,
Nevada,Some_college_or_associates_degree,
Nevada,Bachelors_degree,Combined_25_to_39_years
Nevada,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
Nevada,Bachelors_degree,Business
Nevada,Bachelors_degree,Communications
Nevada,Bachelors_degree,Computers_Mathematics_and_Statistics
Nevada,Bachelors_degree,Education
Nevada,Bachelors_degree,Engineering
Nevada,Bachelors_degree,Liberal_Arts_and_History
Nevada,Bachelors_degree,Literature_and_Languages
Nevada,Bachelors_degree,Multidisciplinary_Studies
Nevada,Bachelors_degree,Other
Nevada,Bachelors_degree,Physical_and_Related_Sciences
Nevada,Bachelors_degree,Psychology
Nevada,Bachelors_degree,Science_and_Engineering_Related_Fields
Nevada,Bachelors_degree,Social_Sciences
Nevada,Bachelors_degree,Visual_and_Performing_Arts
New_Hampshire,Less_than_high_school_graduate,
New_Hampshire,High_school_graduate_includes_equivalency,
New_Hampshire,Some_college_or_associates_degree,
New_Hampshire,Bachelors_degree,Combined_25_to_39_years
New_Hampshire,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
New_Hampshire,Bachelors_degree,Business
New_Hampshire,Bachelors_degree,Communications
New_Hampshire,Bachelors_degree,Computers_Mathematics_and_Statistics
New_Hampshire,Bachelors_degree,Education
New_Hampshire,Bachelors_degree,Engineering
New_Hampshire,Bachelors_degree,Liberal_Arts_and_History
New_Hampshire,Bachelors_degree,Literature_and_Languages
New_Hampshire,Bachelors_degree,Multidisciplinary_Studies
New_Hampshire,Bachelors_degree,Other
New_Hampshire,Bachelors_degree,Physical_and_Related_Sciences
New_Hampshire,Bachelors_degree,Psychology
New_Hampshire,Bachelors_degree,Science_and_Engineering_Related_Fields
New_Hampshire,Bachelors_degree,Social_Sciences
New_Hampshire,Bachelors_degree,Visual_and_Performing_Arts
New_Hampshire,Less_than_high_school_graduate,
New_Hampshire,High_school_graduate_includes_equivalency,
New_Hampshire,Some_college_or_associates_degree,
New_Hampshire,Bachelors_degree,Combined_25_to_39_years
New_Hampshire,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
New_Hampshire,Bachelors_degree,Business
New_Hampshire,Bachelors_degree,Communications
New_Hampshire,Bachelors_degree,Computers_Mathematics_and_Statistics
New_Hampshire,Bachelors_degree,Education
New_Hampshire,Bachelors_degree,Engineering
New_Hampshire,Bachelors_degree,Liberal_Arts_and_History
New_Hampshire,Bachelors_degree,Literature_and_Languages
New_Hampshire,Bachelors_degree,Multidisciplinary_Studies
New_Hampshire,Bachelors_degree,Other
New_Hampshire,Bachelors_degree,Physical_and_Related_Sciences
New_Hampshire,Bachelors_degree,Psychology
New_Hampshire,Bachelors_degree,Science_and_Engineering_Related_Fields
New_Hampshire,Bachelors_degree,Social_Sciences
New_Hampshire,Bachelors_degree,Visual_and_Performing_Arts
New_Jersey,Less_than_high_school_graduate,
New_Jersey,High_school_graduate_includes_equivalency,
New_Jersey,Some_college_or_associates_degree,
New_Jersey,Bachelors_degree,Combined_25_to_39_years
New_Jersey,Bachelors_degree,Biological_Agricultural_and_Environmental_Sciences
New_Jersey,Bachelors_degree,Business
New_Jersey,Bachelors_degree,Communications
New_Jersey,Bachelors_degree,Computers_Mathematics_and_Statistics
New_Jersey,Bachelors_degree,Education
New_Jersey,Bachelors_degree,Engineering
New_Jersey,Bachelors_degree,Liberal_Arts_and_History
New_Jersey,Bachelors_degree,Literature_and_Languages
New_Jersey,Bachelors_degree,Multidisciplinary_Studies
New_Jersey,Bachelors_degree,Other
New_Jersey,Bachelors_degree,Physical_and_Related_Sciences
New_Jersey,Bachelors_degree,Psychology
New_Jersey,Bachelors_degree,Science_and_Engineering_Related_Fields
New_Jersey,Bachelors_degree,Social_Sciences
New_Jersey,Bachelors_degree,Visual_and_Performing_Arts
New_Jersey,Less_than_high_school_graduate,
New_Jersey,High_school_graduate_includes_equivalency,
New_Jersey,Some_college_or_associates_degree,
