,state,sex,education,estimate,margin_of_error,state_abbrev,4_year_pct_students_loans_avg,4_year_avg_student_loans_avg,2-3_year_pct_students_loans_avg,2-3_year_avg_student_loans_avg,<2_year_pct_students_loans_avg,<2_year_avg_student_loans_avg,fed_student_loans,total_fed_student_loans,monthly_payment,total_paid,total_cost_of_fed_loan,age_starting_work,y_intercept,high_grad_age_intercept
87,California,female,Some_college_or_associates_degree,40044,342,CA,40.59016393442623,6967.296969696969,33.48108108108108,6725.548387096775,52.327586206896555,6425.581081081081,6725.548387096775,13451.09677419355,145.9797467389443,17517.569608673315,17517.569608673315,20.0,-738309.5696086733,0.0
88,California,female,Bachelors_degree,64979,811,CA,40.59016393442623,6967.296969696969,33.48108108108108,6725.548387096775,52.327586206896555,6425.581081081081,6967.296969696969,27869.187878787878,302.4539230266169,36294.470763194025,36294.470763194025,22.0,-1335874.470763194,0.0
89,California,female,Graduate_or_professional_degree,89917,1183,CA,40.59016393442623,6967.296969696969,33.48108108108108,6725.548387096775,52.327586206896555,6425.581081081081,0.0,0.0,0.0,0.0,0.0,26.0,-2158008.0,0.0
90,Colorado,total,Total,55648,720,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,,,0.0
91,Colorado,total,Less_than_high_school_graduate,34357,1706,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,16.0,-480998.0,0.0
92,Colorado,total,High_school_graduate_includes_equivalency,42245,868,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,18.0,-675920.0,
93,Colorado,total,Some_college_or_associates_degree,46542,821,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,6498.217391304348,12996.434782608696,141.04546937126398,16925.456324551677,16925.456324551677,20.0,-854681.4563245517,0.0
94,Colorado,total,Bachelors_degree,69493,1237,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,6707.46875,26829.875,291.17464718949293,34940.95766273915,34940.95766273915,22.0,-1424800.957662739,0.0
95,Colorado,total,Graduate_or_professional_degree,84468,1931,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,26.0,-2027232.0,0.0
96,Colorado,male,Male,64224,737,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,,,0.0
97,Colorado,male,Less_than_high_school_graduate,40470,2184,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,16.0,-566580.0,0.0
98,Colorado,male,High_school_graduate_includes_equivalency,49663,1398,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,18.0,-794608.0,
99,Colorado,male,Some_college_or_associates_degree,54159,1254,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,6498.217391304348,12996.434782608696,141.04546937126398,16925.456324551677,16925.456324551677,20.0,-991787.4563245517,0.0
100,Colorado,male,Bachelors_degree,84234,2137,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,6707.46875,26829.875,291.17464718949293,34940.95766273915,34940.95766273915,22.0,-1719620.957662739,0.0
101,Colorado,male,Graduate_or_professional_degree,103054,2568,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,26.0,-2473296.0,0.0
102,Colorado,female,Female,47480,856,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,,,0.0
103,Colorado,female,Less_than_high_school_graduate,26991,2567,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,16.0,-377874.0,0.0
104,Colorado,female,High_school_graduate_includes_equivalency,34065,2240,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,18.0,-545040.0,
105,Colorado,female,Some_college_or_associates_degree,39167,1132,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,6498.217391304348,12996.434782608696,141.04546937126398,16925.456324551677,16925.456324551677,20.0,-721931.4563245517,0.0
106,Colorado,female,Bachelors_degree,56710,1521,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,6707.46875,26829.875,291.17464718949293,34940.95766273915,34940.95766273915,22.0,-1169140.957662739,0.0
107,Colorado,female,Graduate_or_professional_degree,71220,1764,CO,44.09375,6707.46875,53.291666666666664,6498.217391304348,64.72222222222223,6554.6875,0.0,0.0,0.0,0.0,0.0,26.0,-1709280.0,0.0
108,Connecticut,total,Total,58734,1178,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,,,0.0
109,Connecticut,total,Less_than_high_school_graduate,31767,1063,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,16.0,-444738.0,0.0
110,Connecticut,total,High_school_graduate_includes_equivalency,41610,793,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,18.0,-665760.0,
111,Connecticut,total,Some_college_or_associates_degree,49709,1754,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,6185.555555555556,12371.111111111111,134.25906431244252,16111.087717493103,16111.087717493103,20.0,-910873.0877174931,0.0
112,Connecticut,total,Bachelors_degree,75597,1766,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,7916.615384615385,31666.46153846154,343.66432069479214,41239.71848337506,41239.71848337506,22.0,-1553179.7184833752,0.0
113,Connecticut,total,Graduate_or_professional_degree,92566,1859,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,26.0,-2221584.0,0.0
114,Connecticut,male,Male,66871,1830,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,,,0.0
115,Connecticut,male,Less_than_high_school_graduate,37071,2946,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,16.0,-518994.0,0.0
116,Connecticut,male,High_school_graduate_includes_equivalency,48425,1899,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,18.0,-774800.0,
117,Connecticut,male,Some_college_or_associates_degree,58277,2627,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,6185.555555555556,12371.111111111111,134.25906431244252,16111.087717493103,16111.087717493103,20.0,-1065097.087717493,0.0
118,Connecticut,male,Bachelors_degree,89721,3467,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,7916.615384615385,31666.46153846154,343.66432069479214,41239.71848337506,41239.71848337506,22.0,-1835659.7184833752,0.0
119,Connecticut,male,Graduate_or_professional_degree,114341,6796,CT,55.148148148148145,7916.615384615385,25.727272727272727,6185.555555555556,77.125,6244.333333333333,0.0,0.0,0.0,0.0,0.0,26.0,-2744184.0,0.0
