,state,sex,education,estimate,margin_of_error,state_abbrev,4_year_pct_students_loans_avg,4_year_avg_student_loans_avg,2-3_year_pct_students_loans_avg,2-3_year_avg_student_loans_avg,<2_year_pct_students_loans_avg,<2_year_avg_student_loans_avg,fed_student_loans_per_year,total_fed_student_loans,monthly_payment,total_cost_of_fed_loan,age_starting_work,y_intercept,gross_at_starting_age,gross_at_39
792,Utah,total,Total,51104,514,UT,54.111111111111114,6882.944444444444,20.2,4269,46.51428571428571,6741.9655172413795,0,0,0,0,,,51104,
793,Utah,total,Less_than_high_school_graduate,37472,1649,UT,54.111111111111114,6882.944444444444,20.2,4269,46.51428571428571,6741.9655172413795,0,0,0,0,16,-524608,37472,899328
794,Utah,total,High_school_graduate_includes_equivalency,40700,642,UT,54.111111111111114,6882.944444444444,20.2,4269,46.51428571428571,6741.9655172413795,0,0,0,0,18,-651200,40700,895400
795,Utah,total,Some_college_or_associates_degree,43406,1496,UT,54.111111111111114,6882.944444444444,20.2,4269,46.51428571428571,6741.9655172413795,4269,8538,92.65973612265769,11119.168334718923,20,-792427.1683,32286.831665281075,857000.8316652811
796,Utah,total,Bachelors_degree,60973,1200,UT,54.111111111111114,6882.944444444444,20.2,4269,46.51428571428571,6741.9655172413795,6882.944444444444,27531.777777777777,298.79213678572734,35855.05641428728,22,-1255315.056,25117.943585712717,1061658.9435857127
797,Utah,total,Graduate_or_professional_degree,90548,2583,UT,54.111111111111114,6882.944444444444,20.2,4269,46.51428571428571,6741.9655172413795,0,0,0,0,26,-2173152,90548,1267672
810,Vermont,total,Total,50561,972,VT,57.833333333333336,8276.416666666666,14,4687,70.5,8430.5,0,0,0,0,,,50561,
811,Vermont,total,Less_than_high_school_graduate,34612,3841,VT,57.833333333333336,8276.416666666666,14,4687,70.5,8430.5,0,0,0,0,16,-484568,34612,830688
812,Vermont,total,High_school_graduate_includes_equivalency,41388,1466,VT,57.833333333333336,8276.416666666666,14,4687,70.5,8430.5,0,0,0,0,18,-662208,41388,910536
813,Vermont,total,Some_college_or_associates_degree,44003,3213,VT,57.833333333333336,8276.416666666666,14,4687,70.5,8430.5,4687,9374,101.7325329601538,12207.903955218457,20,-804261.904,31795.096044781545,867852.0960447815
814,Vermont,total,Bachelors_degree,54163,2295,VT,57.833333333333336,8276.416666666666,14,4687,70.5,8430.5,8276.416666666666,33105.666666666664,359.28347827336586,43114.01739,22,-1126374.017,11048.98261,931819.9826071961
815,Vermont,total,Graduate_or_professional_degree,68409,2487,VT,57.833333333333336,8276.416666666666,14,4687,70.5,8430.5,0,0,0,0,26,-1641816,68409,957726
828,Virginia,total,Total,55607,529,VA,57.10344827586207,8036.125,29.18918918918919,5712.363636363636,59.96153846153846,6648.541666666667,0,0,0,0,,,55607,
829,Virginia,total,Less_than_high_school_graduate,30436,890,VA,57.10344827586207,8036.125,29.18918918918919,5712.363636363636,59.96153846153846,6648.541666666667,0,0,0,0,16,-426104,30436,730464
830,Virginia,total,High_school_graduate_includes_equivalency,39730,835,VA,57.10344827586207,8036.125,29.18918918918919,5712.363636363636,59.96153846153846,6648.541666666667,0,0,0,0,18,-635680,39730,874060
831,Virginia,total,Some_college_or_associates_degree,45135,748,VA,57.10344827586207,8036.125,29.18918918918919,5712.363636363636,59.96153846153846,6648.541666666667,5712.363636363636,11424.727272727272,123.98831276226747,14878.597531472096,20,-827308.5975,30256.402468527904,887821.4024685279
832,Virginia,total,Bachelors_degree,73893,1062,VA,57.10344827586207,8036.125,29.18918918918919,5712.363636363636,59.96153846153846,6648.541666666667,8036.125,32144.5,348.8522941900644,41862.27530280773,22,-1519722.275,32030.724697192272,1288211.7246971922
833,Virginia,total,Graduate_or_professional_degree,96914,1436,VA,57.10344827586207,8036.125,29.18918918918919,5712.363636363636,59.96153846153846,6648.541666666667,0,0,0,0,26,-2325936,96914,1356796
846,Washington,total,Total,59430,775,WA,26.545454545454547,6078.811320754717,42.15384615384615,6383.916666666667,63.75,7126.368421052632,0,0,0,0,,,59430,
847,Washington,total,Less_than_high_school_graduate,36000,984,WA,26.545454545454547,6078.811320754717,42.15384615384615,6383.916666666667,63.75,7126.368421052632,0,0,0,0,16,-504000,36000,864000
848,Washington,total,High_school_graduate_includes_equivalency,42288,749,WA,26.545454545454547,6078.811320754717,42.15384615384615,6383.916666666667,63.75,7126.368421052632,0,0,0,0,18,-676608,42288,930336
849,Washington,total,Some_college_or_associates_degree,51740,658,WA,26.545454545454547,6078.811320754717,42.15384615384615,6383.916666666667,63.75,7126.368421052632,6383.916666666667,12767.833333333334,138.56454292864134,16627.74515143696,20,-947947.7452,35112.25484856304,1018172.254848563
850,Washington,total,Bachelors_degree,76376,1126,WA,26.545454545454547,6078.811320754717,42.15384615384615,6383.916666666667,63.75,7126.368421052632,6078.811320754717,24315.245283018867,263.8843068262152,31666.116819145824,22,-1559186.117,44709.88318085417,1343101.8831808541
851,Washington,total,Graduate_or_professional_degree,100613,1148,WA,26.545454545454547,6078.811320754717,42.15384615384615,6383.916666666667,63.75,7126.368421052632,0,0,0,0,26,-2414712,100613,1408582
864,West_Virginia,total,Total,42738,814,WV,59.958333333333336,7085.695652173913,36.82608695652174,4613.166666666667,18.210526315789473,9916,0,0,0,0,,,42738,
865,West_Virginia,total,Less_than_high_school_graduate,26692,2487,WV,59.958333333333336,7085.695652173913,36.82608695652174,4613.166666666667,18.210526315789473,9916,0,0,0,0,16,-373688,26692,640608
866,West_Virginia,total,High_school_graduate_includes_equivalency,35052,1392,WV,59.958333333333336,7085.695652173913,36.82608695652174,4613.166666666667,18.210526315789473,9916,0,0,0,0,18,-560832,35052,771144
867,West_Virginia,total,Some_college_or_associates_degree,40791,1001,WV,59.958333333333336,7085.695652173913,36.82608695652174,4613.166666666667,18.210526315789473,9916,4613.166666666667,9226.333333333334,100.12996158893739,12015.595390672486,20,-746253.5954,28775.404609327514,803804.4046093276
868,West_Virginia,total,Bachelors_degree,52887,1886,WV,59.958333333333336,7085.695652173913,36.82608695652174,4613.166666666667,18.210526315789473,9916,7085.695652173913,28342.782608695652,307.59367035647585,36911.24044,22,-1094651.24,15975.759557222897,915054.7596
869,West_Virginia,total,Graduate_or_professional_degree,63974,3717,WV,59.958333333333336,7085.695652173913,36.82608695652174,4613.166666666667,18.210526315789473,9916,0,0,0,0,26,-1535376,63974,895636
882,Wisconsin,total,Total,50039,335,WI,60.372093023255815,7410.243902439024,45,5245.714285714285,77.11764705882354,7737.352941,0,0,0,0,,,50039,
883,Wisconsin,total,Less_than_high_school_graduate,35193,1456,WI,60.372093023255815,7410.243902439024,45,5245.714285714285,77.11764705882354,7737.352941,0,0,0,0,16,-492702,35193,844632
884,Wisconsin,total,High_school_graduate_includes_equivalency,40104,484,WI,60.372093023255815,7410.243902439024,45,5245.714285714285,77.11764705882354,7737.352941,0,0,0,0,18,-641664,40104,882288
885,Wisconsin,total,Some_college_or_associates_degree,45726,600,WI,60.372093023255815,7410.243902439024,45,5245.714285714285,77.11764705882354,7737.352941,5245.714285714285,10491.42857142857,113.85956933453771,13663.148320144524,20,-836731.1483,32062.851679855477,900856.8516798555
886,Wisconsin,total,Bachelors_degree,61428,837,WI,60.372093023255815,7410.243902439024,45,5245.714285714285,77.11764705882354,7737.352941,7410.243902439024,29640.975609756097,321.68247580441937,38601.89709653032,22,-1267161.897,22826.102903469677,1067102.1029034697
887,Wisconsin,total,Graduate_or_professional_degree,75811,1232,WI,60.372093023255815,7410.243902439024,45,5245.714285714285,77.11764705882354,7737.352941,0,0,0,0,26,-1819464,75811,1061354
900,Wyoming,total,Total,48197,2185,WY,23.666666666666668,5244,28.333333333333332,4969.333333333333,66,6120,0,0,0,0,,,48197,
901,Wyoming,total,Less_than_high_school_graduate,28406,4964,WY,23.666666666666668,5244,28.333333333333332,4969.333333333333,66,6120,0,0,0,0,16,-397684,28406,681744
902,Wyoming,total,High_school_graduate_includes_equivalency,37396,1855,WY,23.666666666666668,5244,28.333333333333332,4969.333333333333,66,6120,0,0,0,0,18,-598336,37396,822712
903,Wyoming,total,Some_college_or_associates_degree,44020,3108,WY,23.666666666666668,5244,28.333333333333332,4969.333333333333,66,6120,4969.333333333333,9938.666666666666,107.86065012232223,12943.278014678668,20,-805303.278,31076.721985321332,867456.7219853214
904,Wyoming,total,Bachelors_degree,54129,3784,WY,23.666666666666668,5244,28.333333333333332,4969.333333333333,66,6120,5244,20976,227.64472064990252,27317.366477988304,22,-1109897.366,26811.633522011696,947004.6335220117
905,Wyoming,total,Graduate_or_professional_degree,68506,1926,WY,23.666666666666668,5244,28.333333333333332,4969.333333333333,66,6120,0,0,0,0,26,-1644144,68506,959084
918,Puerto_Rico,total,Total,21254,372,PR,11.276923076923078,4173.538461538462,1.3333333333333333,5945.666666666667,3.9761904761904763,3719,0,0,0,0,,,21254,
919,Puerto_Rico,total,Less_than_high_school_graduate,12646,971,PR,11.276923076923078,4173.538461538462,1.3333333333333333,5945.666666666667,3.9761904761904763,3719,0,0,0,0,16,-177044,12646,303504
920,Puerto_Rico,total,High_school_graduate_includes_equivalency,16083,319,PR,11.276923076923078,4173.538461538462,1.3333333333333333,5945.666666666667,3.9761904761904763,3719,0,0,0,0,18,-257328,16083,353826
921,Puerto_Rico,total,Some_college_or_associates_degree,19642,457,PR,11.276923076923078,4173.538461538462,1.3333333333333333,5945.666666666667,3.9761904761904763,3719,5945.666666666667,11891.333333333334,129.05221466540527,15486.265759848633,20,-369042.2658,4155.734240151367,377353.73424015136
922,Puerto_Rico,total,Bachelors_degree,27445,925,PR,11.276923076923078,4173.538461538462,1.3333333333333333,5945.666666666667,3.9761904761904763,3719,4173.538461538462,16694.153846153848,181.17543806227062,21741.052567472474,22,-570641.0526,5703.947432527526,472268.94743252755
923,Puerto_Rico,total,Graduate_or_professional_degree,40103,1592,PR,11.276923076923078,4173.538461538462,1.3333333333333333,5945.666666666667,3.9761904761904763,3719,0,0,0,0,26,-962472,40103,561442
