,state,sex,education,estimate,margin_of_error,state_abbrev,4_year_pct_students_loans_avg,4_year_avg_student_loans_avg,2-3_year_pct_students_loans_avg,2-3_year_avg_student_loans_avg,<2_year_pct_students_loans_avg,<2_year_avg_student_loans_avg,fed_student_loans_per_year,total_fed_student_loans,monthly_payment,total_cost_of_fed_loan,age_starting_work,y_intercept,gross_at_starting_age,gross_at_39
381,Massachusetts,total,Some_college_or_associates_degree,49021,1132,MA,58.80821917808219,8086.506849315068,29.095238095238095,5426.9473684210525,56.35294117647059,6773.935483870968,5426.9473684210525,10853.894736842105,117.79327971643156,14135.193565971787,20,-896513.1936,34885.806434028214,966284.8064340282
382,Massachusetts,total,Bachelors_degree,77137,1049,MA,58.80821917808219,8086.506849315068,29.095238095238095,5426.9473684210525,56.35294117647059,6773.935483870968,8086.506849315068,32346.027397260274,351.03939602323646,42124.72752278837,22,-1584864.728,35012.27247721163,1346341.2724772117
383,Massachusetts,total,Graduate_or_professional_degree,95136,1232,MA,58.80821917808219,8086.506849315068,29.095238095238095,5426.9473684210525,56.35294117647059,6773.935483870968,0,0,0,0,26,-2283264,95136,1331904
396,Michigan,total,Total,47259,406,MI,53,7466.0204081632655,22.529411764705884,5538.172413793103,61.228070175438596,9026.907407407407,0,0,0,0,,,47259,
397,Michigan,total,Less_than_high_school_graduate,30404,670,MI,53,7466.0204081632655,22.529411764705884,5538.172413793103,61.228070175438596,9026.907407407407,0,0,0,0,16,-425656,30404,729696
398,Michigan,total,High_school_graduate_includes_equivalency,35865,453,MI,53,7466.0204081632655,22.529411764705884,5538.172413793103,61.228070175438596,9026.907407407407,0,0,0,0,18,-573840,35865,789030
399,Michigan,total,Some_college_or_associates_degree,41762,337,MI,53,7466.0204081632655,22.529411764705884,5538.172413793103,61.228070175438596,9026.907407407407,5538.172413793103,11076.344827586207,120.20744775447439,14424.893730536927,20,-766140.8937,27337.106269463075,820815.1062694631
400,Michigan,total,Bachelors_degree,63077,740,MI,53,7466.0204081632655,22.529411764705884,5538.172413793103,61.228070175438596,9026.907407407407,7466.0204081632655,29864.081632653062,324.1037624299767,38892.45149,22,-1300432.451,24184.548508402797,1096493.548508403
401,Michigan,total,Graduate_or_professional_degree,78984,1580,MI,53,7466.0204081632655,22.529411764705884,5538.172413793103,61.228070175438596,9026.907407407407,0,0,0,0,26,-1895616,78984,1105776
414,Minnesota,total,Total,54047,337,MN,58.31111111111111,8508.714285714286,30.294117647058822,5576.290322580645,54.4,8854.75,0,0,0,0,,,54047,
415,Minnesota,total,Less_than_high_school_graduate,33274,1795,MN,58.31111111111111,8508.714285714286,30.294117647058822,5576.290322580645,54.4,8854.75,0,0,0,0,16,-465836,33274,798576
416,Minnesota,total,High_school_graduate_includes_equivalency,39997,757,MN,58.31111111111111,8508.714285714286,30.294117647058822,5576.290322580645,54.4,8854.75,0,0,0,0,18,-639952,39997,879934
417,Minnesota,total,Some_college_or_associates_degree,49014,708,MN,58.31111111111111,8508.714285714286,30.294117647058822,5576.290322580645,54.4,8854.75,5576.290322580645,11152.58064516129,121.03480670734417,14524.176804881301,20,-896776.1768,34489.8232,965755.8231951187
418,Minnesota,total,Bachelors_degree,68504,1126,MN,58.31111111111111,8508.714285714286,30.294117647058822,5576.290322580645,54.4,8854.75,8508.714285714286,34034.857142857145,369.3676366630937,44324.11639957125,22,-1414404.116,24179.88360042875,1188747.8836004287
419,Minnesota,total,Graduate_or_professional_degree,82324,1259,MN,58.31111111111111,8508.714285714286,30.294117647058822,5576.290322580645,54.4,8854.75,0,0,0,0,26,-1975776,82324,1152536
432,Mississippi,total,Total,40342,446,MS,53.25,6321.466666666666,17.1875,4131.7692307692305,62.8,5608.153846153846,0,0,0,0,,,40342,
433,Mississippi,total,Less_than_high_school_graduate,26775,1916,MS,53.25,6321.466666666666,17.1875,4131.7692307692305,62.8,5608.153846153846,0,0,0,0,16,-374850,26775,642600
434,Mississippi,total,High_school_graduate_includes_equivalency,32789,1316,MS,53.25,6321.466666666666,17.1875,4131.7692307692305,62.8,5608.153846153846,0,0,0,0,18,-524624,32789,721358
435,Mississippi,total,Some_college_or_associates_degree,37485,981,MS,53.25,6321.466666666666,17.1875,4131.7692307692305,62.8,5608.153846153846,4131.7692307692305,8263.538461538461,89.6811072,10761.732864168469,20,-685491.7329,26723.26713583153,738938.2671358315
436,Mississippi,total,Bachelors_degree,50731,1381,MS,53.25,6321.466666666666,17.1875,4131.7692307692305,62.8,5608.153846153846,6321.466666666666,25285.866666666665,274.41809943382987,32930.17193205959,22,-1047550.172,17800.828067940412,880227.8280679404
437,Mississippi,total,Graduate_or_professional_degree,57266,2090,MS,53.25,6321.466666666666,17.1875,4131.7692307692305,62.8,5608.153846153846,0,0,0,0,26,-1374384,57266,801724
450,Missouri,total,Total,45456,476,MO,62.94915254237288,6799.964912280701,43.92,5390,56.6,6989.529411764706,0,0,0,0,,,45456,
451,Missouri,total,Less_than_high_school_graduate,28414,1565,MO,62.94915254237288,6799.964912280701,43.92,5390,56.6,6989.529411764706,0,0,0,0,16,-397796,28414,681936
452,Missouri,total,High_school_graduate_includes_equivalency,35612,519,MO,62.94915254237288,6799.964912280701,43.92,5390,56.6,6989.529411764706,0,0,0,0,18,-569792,35612,783464
453,Missouri,total,Some_college_or_associates_degree,41874,441,MO,62.94915254237288,6799.964912280701,43.92,5390,56.6,6989.529411764706,5390,10780,116.99132764139728,14038.959316967674,20,-767770.9593,27835.040683032326,823441.0406830324
454,Missouri,total,Bachelors_degree,57693,1123,MO,62.94915254237288,6799.964912280701,43.92,5390,56.6,6989.529411764706,6799.964912280701,27199.859649122805,295.1899528766741,35422.79434520089,22,-1189282.794,22270.20565479911,1003051.2056547991
455,Missouri,total,Graduate_or_professional_degree,70894,1418,MO,62.94915254237288,6799.964912280701,43.92,5390,56.6,6989.529411764706,0,0,0,0,26,-1701456,70894,992516
468,Montana,total,Total,43414,1266,MT,41,6190.272727272727,36.9,5424.142857142857,53.6,5766.8,0,0,0,0,,,43414,
469,Montana,total,Less_than_high_school_graduate,30133,4113,MT,41,6190.272727272727,36.9,5424.142857142857,53.6,5766.8,0,0,0,0,16,-421862,30133,723192
470,Montana,total,High_school_graduate_includes_equivalency,35674,923,MT,41,6190.272727272727,36.9,5424.142857142857,53.6,5766.8,0,0,0,0,18,-570784,35674,784828
471,Montana,total,Some_college_or_associates_degree,39948,1161,MT,41,6190.272727272727,36.9,5424.142857142857,53.6,5766.8,5424.142857142857,10848.285714285714,117.7324070823274,14127.888849879288,20,-733191.8888,25820.111150120712,784832.1111501207
472,Montana,total,Bachelors_degree,50894,1378,MT,41,6190.272727272727,36.9,5424.142857142857,53.6,5766.8,6190.272727272727,24761.090909090908,268.72290346047106,32246.748415256527,22,-1050126.748,18647.251584743473,883845.2515847435
473,Montana,total,Graduate_or_professional_degree,68235,2421,MT,41,6190.272727272727,36.9,5424.142857142857,53.6,5766.8,0,0,0,0,26,-1637640,68235,955290
486,Nebraska,total,Total,49244,870,NE,56.1,6964.0526315789475,49.411764705882355,6015.066666666667,,,0,0,0,0,,,49244,
487,Nebraska,total,Less_than_high_school_graduate,33308,2022,NE,56.1,6964.0526315789475,49.411764705882355,6015.066666666667,,,0,0,0,0,16,-466312,33308,799392
488,Nebraska,total,High_school_graduate_includes_equivalency,38758,1570,NE,56.1,6964.0526315789475,49.411764705882355,6015.066666666667,,,0,0,0,0,18,-620128,38758,852676
489,Nebraska,total,Some_college_or_associates_degree,44111,1179,NE,56.1,6964.0526315789475,49.411764705882355,6015.066666666667,,,6015.066666666667,12030.133333333333,130.55855940349673,15667.027128419608,20,-809665.0271,28443.972871580394,866552.9728715804
490,Nebraska,total,Bachelors_degree,58817,1729,NE,56.1,6964.0526315789475,49.411764705882355,6015.066666666667,,,6964.0526315789475,27856.21052631579,302.3130846504592,36277.57016,22,-1212617.57,22539.429841944897,1022428.429841945
491,Nebraska,total,Graduate_or_professional_degree,74208,2651,NE,56.1,6964.0526315789475,49.411764705882355,6015.066666666667,,,0,0,0,0,26,-1780992,74208,1038912
504,Nevada,total,Total,44247,729,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,0,0,0,0,,,44247,
505,Nevada,total,Less_than_high_school_graduate,34591,1524,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,0,0,0,0,16,-484274,34591,830184
506,Nevada,total,High_school_graduate_includes_equivalency,37581,1246,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,0,0,0,0,18,-601296,37581,826782
507,Nevada,total,Some_college_or_associates_degree,43743,1130,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,7379.25,14758.5,160.16850732797417,19220.22088,20,-806594.2209,24522.77912,855639.7791206432
508,Nevada,total,Bachelors_degree,59999,2381,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,6775.545454545455,27102.18181818182,294.12989173354634,35295.58700802556,22,-1235275.587,24703.412991974437,1044686.4129919744
509,Nevada,total,Graduate_or_professional_degree,75253,2169,NV,37.36363636363637,6775.545454545455,83.5,7379.25,66.72727272727273,6532.545454545455,0,0,0,0,26,-1806072,75253,1053542
522,New_Hampshire,total,Total,55756,1483,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944,0,0,0,0,,,55756,
523,New_Hampshire,total,Less_than_high_school_graduate,38365,2874,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944,0,0,0,0,16,-537110,38365,920760
524,New_Hampshire,total,High_school_graduate_includes_equivalency,42335,1476,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944,0,0,0,0,18,-677360,42335,931370
525,New_Hampshire,total,Some_college_or_associates_degree,48955,2127,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944,5622.714285714285,11245.42857142857,122.04245069275788,14645.094083130945,20,-895835.0941,34309.90591686906,964454.9059168691
526,New_Hampshire,total,Bachelors_degree,67982,2341,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944,7527.571428571428,30110.285714285714,326.77572368980367,39213.08684277644,22,-1398853.087,28768.913157223556,1184462.9131572235
527,New_Hampshire,total,Graduate_or_professional_degree,84072,2366,NH,69.35714285714286,7527.571428571428,44.57142857142857,5622.714285714285,77.33333333333333,6944,0,0,0,0,26,-2017728,84072,1177008
540,New_Jersey,total,Total,60145,574,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,0,0,0,0,,,60145,
541,New_Jersey,total,Less_than_high_school_graduate,31962,603,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,0,0,0,0,16,-447468,31962,767088
542,New_Jersey,total,High_school_graduate_includes_equivalency,40193,538,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,0,0,0,0,18,-643088,40193,884246
543,New_Jersey,total,Some_college_or_associates_degree,50489,568,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,6099.470588235294,12198.941176470587,132.3905681,15886.86817129428,20,-924688.8682,34602.13182870572,993893.1318287058
544,New_Jersey,total,Bachelors_degree,76725,1057,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,7403.176470588235,29612.70588235294,321.3756749750172,38565.080997002064,22,-1573065.081,38159.919002997936,1342484.919002998
545,New_Jersey,total,Graduate_or_professional_degree,98247,1908,NJ,32.45614035087719,7403.176470588235,37.75675675675676,6099.470588235294,62.744680851063826,6697.822222222222,0,0,0,0,26,-2357928,98247,1375458
558,New_Mexico,total,Total,41866,573,NM,34.166666666666664,6000.7,12,4694.631578947368,70.75,6916,0,0,0,0,,,41866,
559,New_Mexico,total,Less_than_high_school_graduate,26396,1303,NM,34.166666666666664,6000.7,12,4694.631578947368,70.75,6916,0,0,0,0,16,-369544,26396,633504
560,New_Mexico,total,High_school_graduate_includes_equivalency,31961,744,NM,34.166666666666664,6000.7,12,4694.631578947368,70.75,6916,0,0,0,0,18,-511376,31961,703142
561,New_Mexico,total,Some_college_or_associates_degree,39701,1458,NM,34.166666666666664,6000.7,12,4694.631578947368,70.75,6916,4694.631578947368,9389.263157894737,101.8981783317777,12227.781399813324,20,-726845.7814,27473.218600186676,781792.2186001866
562,New_Mexico,total,Bachelors_degree,55322,1829,NM,34.166666666666664,6000.7,12,4694.631578947368,70.75,6916,6000.7,24002.8,260.49345446298054,31259.214535557665,22,-1137699.215,24062.785464442335,964536.7854644423
563,New_Mexico,total,Graduate_or_professional_degree,73105,2622,NM,34.166666666666664,6000.7,12,4694.631578947368,70.75,6916,0,0,0,0,26,-1754520,73105,1023470
576,New_York,total,Total,53631,311,NY,37.30102040816327,7706.863309352518,36.09090909090909,5930.492307692308,61.191489361702125,6902.875,0,0,0,0,,,53631,
577,New_York,total,Less_than_high_school_graduate,29259,783,NY,37.30102040816327,7706.863309352518,36.09090909090909,5930.492307692308,61.191489361702125,6902.875,0,0,0,0,16,-409626,29259,702216
578,New_York,total,High_school_graduate_includes_equivalency,37377,416,NY,37.30102040816327,7706.863309352518,36.09090909090909,5930.492307692308,61.191489361702125,6902.875,0,0,0,0,18,-598032,37377,822294
579,New_York,total,Some_college_or_associates_degree,46298,626,NY,37.30102040816327,7706.863309352518,36.09090909090909,5930.492307692308,61.191489361702125,6902.875,5930.492307692308,11860.984615384616,128.7228513254206,15446.742159050473,20,-848810.7422,30851.257840949525,910513.2578409496
580,New_York,total,Bachelors_degree,71567,807,NY,37.30102040816327,7706.863309352518,36.09090909090909,5930.492307692308,61.191489361702125,6902.875,7706.863309352518,30827.45323741007,334.55887588568595,40147.065106282316,22,-1471487.065,31419.934893717684,1248058.9348937178
581,New_York,total,Graduate_or_professional_degree,87776,1143,NY,37.30102040816327,7706.863309352518,36.09090909090909,5930.492307692308,61.191489361702125,6902.875,0,0,0,0,26,-2106624,87776,1228864
594,North_Carolina,total,Total,46075,437,NC,62.79032258064516,7294.193548387097,11.276923076923078,6850.232558139535,65.32,7856.217391304348,0,0,0,0,,,46075,
595,North_Carolina,total,Less_than_high_school_graduate,30324,538,NC,62.79032258064516,7294.193548387097,11.276923076923078,6850.232558139535,65.32,7856.217391304348,0,0,0,0,16,-424536,30324,727776
596,North_Carolina,total,High_school_graduate_includes_equivalency,35269,606,NC,62.79032258064516,7294.193548387097,11.276923076923078,6850.232558139535,65.32,7856.217391304348,0,0,0,0,18,-564304,35269,775918
597,North_Carolina,total,Some_college_or_associates_degree,41354,353,NC,62.79032258064516,7294.193548387097,11.276923076923078,6850.232558139535,65.32,7856.217391304348,6850.232558139535,13700.46511627907,148.6860485,17842.32582476592,20,-762214.3258,23511.67417523408,809237.6742
598,North_Carolina,total,Bachelors_degree,59713,990,NC,62.79032258064516,7294.193548387097,11.276923076923078,6850.232558139535,65.32,7856.217391304348,7294.193548387097,29176.774193548386,316.64467061191874,37997.36047343025,22,-1232257.36,21715.63952656975,1036836.6395265698
599,North_Carolina,total,Graduate_or_professional_degree,76062,1365,NC,62.79032258064516,7294.193548387097,11.276923076923078,6850.232558139535,65.32,7856.217391304348,0,0,0,0,26,-1825488,76062,1064868
612,North_Dakota,total,Total,50304,904,ND,49.53333333333333,7827.727272727273,55.333333333333336,7183.375,47,8245,0,0,0,0,,,50304,
613,North_Dakota,total,Less_than_high_school_graduate,41762,2849,ND,49.53333333333333,7827.727272727273,55.333333333333336,7183.375,47,8245,0,0,0,0,16,-584668,41762,1002288
614,North_Dakota,total,High_school_graduate_includes_equivalency,39250,1816,ND,49.53333333333333,7827.727272727273,55.333333333333336,7183.375,47,8245,0,0,0,0,18,-628000,39250,863500
615,North_Dakota,total,Some_college_or_associates_degree,47258,1504,ND,49.53333333333333,7827.727272727273,55.333333333333336,7183.375,47,8245,7183.375,14366.75,155.9169903888724,18710.038846664687,20,-869354.0388,28547.961153335313,926449.9611533353
616,North_Dakota,total,Bachelors_degree,56830,2007,ND,49.53333333333333,7827.727272727273,55.333333333333336,7183.375,47,8245,7827.727272727273,31310.909090909092,339.80564231953156,40776.67707834379,22,-1177376.677,16053.32292165621,982163.3229216562
617,North_Dakota,total,Graduate_or_professional_degree,71211,4930,ND,49.53333333333333,7827.727272727273,55.333333333333336,7183.375,47,8245,0,0,0,0,26,-1709064,71211,996954
630,Ohio,total,Total,47521,357,OH,58.70093457943925,6575.704761904762,57.84210526,6037.690141,56.31506849315068,7056.123076923077,0,0,0,0,,,47521,
631,Ohio,total,Less_than_high_school_graduate,30152,910,OH,58.70093457943925,6575.704761904762,57.84210526,6037.690141,56.31506849315068,7056.123076923077,0,0,0,0,16,-422128,30152,723648
632,Ohio,total,High_school_graduate_includes_equivalency,36919,427,OH,58.70093457943925,6575.704761904762,57.84210526,6037.690141,56.31506849315068,7056.123076923077,0,0,0,0,18,-590704,36919,812218
633,Ohio,total,Some_college_or_associates_degree,42690,433,OH,58.70093457943925,6575.704761904762,57.84210526,6037.690141,56.31506849315068,7056.123076923077,6037.690141,12075.38028169014,131.04960769292018,15725.95292315042,20,-784145.9529,26964.04707684958,838074.0470768496
634,Ohio,total,Bachelors_degree,62605,681,OH,58.70093457943925,6575.704761904762,57.84210526,6037.690141,56.31506849315068,7056.123076923077,6575.704761904762,26302.819047619047,285.45470511061086,34254.56461,22,-1286354.565,28350.43539,1092635.4353867266
635,Ohio,total,Graduate_or_professional_degree,77691,1125,OH,58.70093457943925,6575.704761904762,57.84210526,6037.690141,56.31506849315068,7056.123076923077,0,0,0,0,26,-1864584,77691,1087674
648,Oklahoma,total,Total,42362,311,OK,48.7037037,6596.37037,26.285714285714285,5578.1578947368425,30.34285714285714,6380.666666666667,0,0,0,0,,,42362,
649,Oklahoma,total,Less_than_high_school_graduate,30354,983,OK,48.7037037,6596.37037,26.285714285714285,5578.1578947368425,30.34285714285714,6380.666666666667,0,0,0,0,16,-424956,30354,728496
650,Oklahoma,total,High_school_graduate_includes_equivalency,35332,406,OK,48.7037037,6596.37037,26.285714285714285,5578.1578947368425,30.34285714285714,6380.666666666667,0,0,0,0,18,-565312,35332,777304
651,Oklahoma,total,Some_college_or_associates_degree,40237,525,OK,48.7037037,6596.37037,26.285714285714285,5578.1578947368425,30.34285714285714,6380.666666666667,5578.1578947368425,11156.315789473685,121.07534283833112,14529.041140599735,20,-738795.0411,25707.958859400263,790210.9588594002
652,Oklahoma,total,Bachelors_degree,53732,1026,OK,48.7037037,6596.37037,26.285714285714285,5578.1578947368425,30.34285714285714,6380.666666666667,6596.37037,26385.48148148148,286.3518097380353,34362.21716856423,22,-1109002.217,19369.78283143577,932813.7828314358
653,Oklahoma,total,Graduate_or_professional_degree,70191,1657,OK,48.7037037,6596.37037,26.285714285714285,5578.1578947368425,30.34285714285714,6380.666666666667,0,0,0,0,26,-1684584,70191,982674
666,Oregon,total,Total,48807,906,OR,60.125,7239.791666666667,41.77142857142857,5904.735294117647,64.71428571428571,7167,0,0,0,0,,,48807,
667,Oregon,total,Less_than_high_school_graduate,30994,1258,OR,60.125,7239.791666666667,41.77142857142857,5904.735294117647,64.71428571428571,7167,0,0,0,0,16,-433916,30994,743856
668,Oregon,total,High_school_graduate_includes_equivalency,37284,835,OR,60.125,7239.791666666667,41.77142857142857,5904.735294117647,64.71428571428571,7167,0,0,0,0,18,-596544,37284,820248
669,Oregon,total,Some_college_or_associates_degree,42769,887,OR,60.125,7239.791666666667,41.77142857142857,5904.735294117647,64.71428571428571,7167,5904.735294117647,11809.470588235294,128.16378876249348,15379.654651499219,20,-785221.6547,27389.34534850078,840000.3453485008
670,Oregon,total,Bachelors_degree,62676,1256,OR,60.125,7239.791666666667,41.77142857142857,5904.735294117647,64.71428571428571,7167,7239.791666666667,28959.166666666668,314.2830571170529,37713.96685404635,22,-1291233.967,24962.033145953646,1090454.0331459537
671,Oregon,total,Graduate_or_professional_degree,81633,1759,OR,60.125,7239.791666666667,41.77142857142857,5904.735294117647,64.71428571428571,7167,0,0,0,0,26,-1959192,81633,1142862
684,Pennsylvania,total,Total,50871,266,PA,66.41228070175438,8637.882882882883,61.97402597402598,7227.708333333333,66.38823529411765,7303.036144578313,0,0,0,0,,,50871,
685,Pennsylvania,total,Less_than_high_school_graduate,32177,897,PA,66.41228070175438,8637.882882882883,61.97402597402598,7227.708333333333,66.38823529411765,7303.036144578313,0,0,0,0,16,-450478,32177,772248
686,Pennsylvania,total,High_school_graduate_includes_equivalency,38087,545,PA,66.41228070175438,8637.882882882883,61.97402597402598,7227.708333333333,66.38823529411765,7303.036144578313,0,0,0,0,18,-609392,38087,837914
687,Pennsylvania,total,Some_college_or_associates_degree,44804,671,PA,66.41228070175438,8637.882882882883,61.97402597402598,7227.708333333333,66.38823529411765,7303.036144578313,7227.708333333333,14455.416666666666,156.87925672012196,18825.510806414633,20,-825297.5108,25978.489193585367,877254.4891935854
688,Pennsylvania,total,Bachelors_degree,64722,790,PA,66.41228070175438,8637.882882882883,61.97402597402598,7227.708333333333,66.38823529411765,7303.036144578313,8637.882882882883,34551.53153153153,374.97491149512746,44996.989379415296,22,-1339436.989,19725.010620584704,1119999.0106205847
689,Pennsylvania,total,Graduate_or_professional_degree,80977,1013,PA,66.41228070175438,8637.882882882883,61.97402597402598,7227.708333333333,66.38823529411765,7303.036144578313,0,0,0,0,26,-1943448,80977,1133678
702,Rhode_Island,total,Total,54012,1173,RI,59.416666666666664,9745.25,26.5,5741.5,82.16666666666667,7343.666666666667,0,0,0,0,,,54012,
703,Rhode_Island,total,Less_than_high_school_graduate,35287,2762,RI,59.416666666666664,9745.25,26.5,5741.5,82.16666666666667,7343.666666666667,0,0,0,0,16,-494018,35287,846888
704,Rhode_Island,total,High_school_graduate_includes_equivalency,41160,1296,RI,59.416666666666664,9745.25,26.5,5741.5,82.16666666666667,7343.666666666667,0,0,0,0,18,-658560,41160,905520
705,Rhode_Island,total,Some_college_or_associates_degree,48802,2513,RI,59.416666666666664,9745.25,26.5,5741.5,82.16666666666667,7343.666666666667,5741.5,11483,124.62072498201901,14954.486997842281,20,-893390.487,33847.51300215772,961085.5130021577
706,Rhode_Island,total,Bachelors_degree,67148,2815,RI,59.416666666666664,9745.25,26.5,5741.5,82.16666666666667,7343.666666666667,9745.25,38981,423.0462841177465,50765.55409412958,22,-1393725.554,16382.445905870423,1157898.4459058705
707,Rhode_Island,total,Graduate_or_professional_degree,85586,4353,RI,59.416666666666664,9745.25,26.5,5741.5,82.16666666666667,7343.666666666667,0,0,0,0,26,-2054064,85586,1198204
720,South_Carolina,total,Total,43331,592,SC,58.89473684210526,6931.945945945946,29.875,6134.954545454545,77.04166666666667,7123.565217391304,0,0,0,0,,,43331,
721,South_Carolina,total,Less_than_high_school_graduate,27141,1330,SC,58.89473684210526,6931.945945945946,29.875,6134.954545454545,77.04166666666667,7123.565217391304,0,0,0,0,16,-379974,27141,651384
722,South_Carolina,total,High_school_graduate_includes_equivalency,34785,966,SC,58.89473684210526,6931.945945945946,29.875,6134.954545454545,77.04166666666667,7123.565217391304,0,0,0,0,18,-556560,34785,765270
723,South_Carolina,total,Some_college_or_associates_degree,40386,665,SC,58.89473684210526,6931.945945945946,29.875,6134.954545454545,77.04166666666667,7123.565217391304,6134.954545454545,12269.90909090909,133.16075645498185,15979.290774597823,20,-742927.2908,24406.709225402177,791740.7092254022
724,South_Carolina,total,Bachelors_degree,57407,1493,SC,58.89473684210526,6931.945945945946,29.875,6134.954545454545,77.04166666666667,7123.565217391304,6931.945945945946,27727.783783783783,300.9193170147004,36110.318041764054,22,-1184250.318,21296.681958235946,997215.6819582359
725,South_Carolina,total,Graduate_or_professional_degree,67170,1980,SC,58.89473684210526,6931.945945945946,29.875,6134.954545454545,77.04166666666667,7123.565217391304,0,0,0,0,26,-1612080,67170,940380
738,South_Dakota,total,Total,45902,667,SD,51.6,7204.083333333333,54.2,6473.5,73.33333333333333,6261.333333333333,0,0,0,0,,,45902,
739,South_Dakota,total,Less_than_high_school_graduate,30523,2259,SD,51.6,7204.083333333333,54.2,6473.5,73.33333333333333,6261.333333333333,0,0,0,0,16,-427322,30523,732552
740,South_Dakota,total,High_school_graduate_includes_equivalency,38669,1771,SD,51.6,7204.083333333333,54.2,6473.5,73.33333333333333,6261.333333333333,0,0,0,0,18,-618704,38669,850718
741,South_Dakota,total,Some_college_or_associates_degree,45237,1326,SD,51.6,7204.083333333333,54.2,6473.5,73.33333333333333,6261.333333333333,6473.5,12947,140.50897207543326,16861.076649051993,20,-831127.0766,28375.923350948007,887878.9234
742,South_Dakota,total,Bachelors_degree,52325,1924,SD,51.6,7204.083333333333,54.2,6473.5,73.33333333333333,6261.333333333333,7204.083333333333,28816.333333333332,312.7329401135174,37527.95281362208,22,-1084027.953,14797.047186377917,904322.0471863779
743,South_Dakota,total,Graduate_or_professional_degree,67981,3888,SD,51.6,7204.083333333333,54.2,6473.5,73.33333333333333,6261.333333333333,0,0,0,0,26,-1631544,67981,951734
756,Tennessee,total,Total,45072,401,TN,51.16,6400.1875,14.291666666666666,6068.777777777777,61.86486486486486,7228.472222222223,0,0,0,0,,,45072,
757,Tennessee,total,Less_than_high_school_graduate,30183,1146,TN,51.16,6400.1875,14.291666666666666,6068.777777777777,61.86486486486486,7228.472222222223,0,0,0,0,16,-422562,30183,724392
758,Tennessee,total,High_school_graduate_includes_equivalency,36093,577,TN,51.16,6400.1875,14.291666666666666,6068.777777777777,61.86486486486486,7228.472222222223,0,0,0,0,18,-577488,36093,794046
759,Tennessee,total,Some_college_or_associates_degree,41663,479,TN,51.16,6400.1875,14.291666666666666,6068.777777777777,61.86486486486486,7228.472222222223,6068.777777777777,12137.555555555555,131.72437279829884,15806.924735795861,20,-765740.9247,25856.07526420414,817453.0752642042
760,Tennessee,total,Bachelors_degree,57539,1113,TN,51.16,6400.1875,14.291666666666666,6068.777777777777,61.86486486486486,7228.472222222223,6400.1875,25600.75,277.83541104967543,33340.24932596105,22,-1184120.249,24198.75067403895,1002361.7506740389
761,Tennessee,total,Graduate_or_professional_degree,72837,1803,TN,51.16,6400.1875,14.291666666666666,6068.777777777777,61.86486486486486,7228.472222222223,0,0,0,0,26,-1748088,72837,1019718
774,Texas,total,Total,48430,370,TX,48.57983193277311,6462.401709401709,44.891304347826086,5768.955555555555,61.772413793103446,6095.190476190476,0,0,0,0,,,48430,
775,Texas,total,Less_than_high_school_graduate,29317,601,TX,48.57983193277311,6462.401709401709,44.891304347826086,5768.955555555555,61.772413793103446,6095.190476190476,0,0,0,0,16,-410438,29317,703608
776,Texas,total,High_school_graduate_includes_equivalency,36217,369,TX,48.57983193277311,6462.401709401709,44.891304347826086,5768.955555555555,61.772413793103446,6095.190476190476,0,0,0,0,18,-579472,36217,796774
777,Texas,total,Some_college_or_associates_degree,43687,586,TX,48.57983193277311,6462.401709401709,44.891304347826086,5768.955555555555,61.772413793103446,6095.190476190476,5768.955555555555,11537.91111111111,125.21665483277532,15025.998579933039,20,-801391.9986,28661.00142006696,858714.0014200669
778,Texas,total,Bachelors_degree,64905,584,TX,48.57983193277311,6462.401709401709,44.891304347826086,5768.955555555555,61.772413793103446,6095.190476190476,6462.401709401709,25849.606837606836,280.5361617,33664.33940192688,22,-1331764.339,31240.66059807312,1134625.6605980732
779,Texas,total,Graduate_or_professional_degree,82824,1260,TX,48.57983193277311,6462.401709401709,44.891304347826086,5768.955555555555,61.772413793103446,6095.190476190476,0,0,0,0,26,-1987776,82824,1159536
